subscription_id,customer_id,start_date,end_date,status,monthly_recurring_revenue
SUB-005884,CUST-01400,2024-12-19,,active,355.74
SUB-005885,CUST-04352,2024-10-04,,active,544.73
SUB-005886,CUST-02304,2024-08-13,,active,278.33
SUB-005887,CUST-02038,2024-11-23,2025-05-03,churned,119.58
SUB-005888,CUST-00157,2024-11-19,2025-10-25,churned,234.91
SUB-005889,CUST-02032,2024-12-08,,active,196.22
SUB-005890,CUST-01119,2025-08-15,2025-03-07,churned,131.92
SUB-005891,CUST-03138,2025-05-15,,active,73.19
SUB-005892,CUST-00407,2025-04-06,2025-07-15,churned,183.13
SUB-005893,CUST-01873,2025-08-13,,active,167.45
SUB-005894,CUST-02063,2024-08-04,,active,231.42
SUB-005895,CUST-01981,2025-05-09,,active,301.47
SUB-005896,CUST-01578,2024-07-02,,active,70.76
SUB-005897,CUST-00602,2024-02-12,,active,126.45
SUB-005898,CUST-03235,2024-02-03,,active,96.94
SUB-005899,CUST-02969,2025-09-16,,active,88.5
SUB-005900,CUST-03073,2024-02-05,,active,27.56
SUB-005901,CUST-04734,2025-07-13,,paused,147.45
SUB-005902,CUST-00981,2025-02-11,,active,132.07
SUB-005903,CUST-01311,2024-05-15,,active,291.44
SUB-005904,CUST-02630,2025-05-17,2025-07-23,churned,572.72
SUB-005905,CUST-04009,2025-08-31,,active,55.9
SUB-005906,CUST-02334,2025-01-03,,active,297.22
SUB-005907,CUST-01154,2024-01-25,,active,146.49
SUB-005908,CUST-00313,2025-03-31,,active,180.24
SUB-005909,CUST-03717,2025-01-31,,active,158.73
SUB-005910,CUST-04633,2025-07-19,,active,228.83
SUB-005911,CUST-03396,2024-10-14,,active,28.27
SUB-005912,CUST-03215,2025-03-10,2025-11-21,churned,86.94
SUB-005913,CUST-04251,2025-04-26,,active,41.12
SUB-005914,CUST-00980,2025-08-11,2025-09-25,churned,343.8
SUB-005915,CUST-00304,2025-03-23,2025-03-20,churned,173.61
SUB-005916,CUST-04104,2025-04-18,,active,89.22
SUB-005917,CUST-01359,2024-07-10,,active,260.09
SUB-005918,CUST-01173,2025-04-20,,active,65.5
SUB-005919,CUST-02705,2024-06-19,2025-06-27,churned,41.89
SUB-005920,CUST-02758,2025-05-09,,active,342.78
SUB-005921,CUST-04045,2025-02-16,,active,27.62
SUB-005922,CUST-03137,2024-02-29,2025-12-03,churned,528.33
SUB-005923,CUST-01210,2024-08-28,,active,78.68
SUB-005924,CUST-01069,2024-05-13,,active,45.71
SUB-005925,CUST-03967,2025-01-23,,active,193.31
SUB-005926,CUST-00484,2024-09-12,,active,163.48
SUB-005927,CUST-02882,2025-01-15,2025-06-13,churned,90.83
SUB-005928,CUST-04042,2025-07-06,,active,83.67
SUB-005929,CUST-01252,2025-01-20,2025-01-16,churned,305.2
SUB-005930,CUST-01927,2024-02-24,,active,277.22
SUB-005931,CUST-03737,2025-05-04,2025-09-27,churned,90.36
SUB-005932,CUST-01210,2024-07-09,,paused,36.08
SUB-005933,CUST-03265,2024-10-01,,active,168.0
SUB-005934,CUST-04390,2025-07-27,,paused,282.04
SUB-005935,CUST-03579,2024-04-28,,active,294.98
SUB-005936,CUST-03964,2025-05-31,2025-12-02,churned,22.8
SUB-005937,CUST-00891,2025-03-09,,active,184.63
SUB-005938,CUST-02150,2024-10-19,2025-11-04,churned,193.41
SUB-005939,CUST-02831,2025-03-31,2025-05-08,churned,205.31
SUB-005940,CUST-04546,2024-02-19,,active,53.91
SUB-005941,CUST-03367,2025-01-03,,paused,76.49
SUB-005942,CUST-02277,2025-03-22,2025-06-14,churned,101.01
SUB-005943,CUST-01865,2024-12-27,,active,188.1
SUB-005944,CUST-01312,2024-11-24,,active,264.57
SUB-005945,CUST-04939,2024-10-18,,active,219.5
SUB-005946,CUST-02302,2025-02-07,,active,203.83
SUB-005947,CUST-02065,2024-12-18,2025-12-07,churned,326.48
SUB-005948,CUST-04343,2024-02-29,,paused,200.3
SUB-005949,CUST-04664,2024-03-16,,active,47.2
SUB-005950,CUST-01910,2025-02-14,,paused,365.66
SUB-005951,CUST-01427,2025-06-10,,active,158.71
SUB-005952,CUST-00868,2025-04-14,,active,803.2
SUB-005953,CUST-02007,2024-01-24,2025-06-14,churned,92.11
SUB-005954,CUST-02547,2025-05-08,,active,87.25
SUB-005955,CUST-00661,2025-06-07,,active,176.43
SUB-005956,CUST-00419,2025-06-05,2025-01-26,churned,388.92
SUB-005957,CUST-03926,2024-08-23,2025-05-29,churned,86.51
SUB-005958,CUST-04685,2025-05-05,,active,273.68
SUB-005959,CUST-01894,2025-06-29,,active,160.38
SUB-005960,CUST-02311,2025-07-21,,active,184.34
SUB-005961,CUST-03591,2025-06-22,2025-06-02,churned,23.52
SUB-005962,CUST-00399,2024-09-23,,paused,328.42
SUB-005963,CUST-00567,2024-08-17,,active,115.41
SUB-005964,CUST-01559,2024-12-08,,active,250.35
SUB-005965,CUST-01079,2024-05-08,,active,115.33
SUB-005966,CUST-02237,2025-02-09,2025-09-18,churned,96.48
SUB-005967,CUST-00177,2025-06-02,,active,65.09
SUB-005968,CUST-01105,2025-02-26,,active,77.07
SUB-005969,CUST-00687,2024-04-25,,active,102.75
SUB-005970,CUST-02202,2024-04-28,2025-04-24,churned,147.93
SUB-005971,CUST-01941,2025-02-22,2025-12-24,churned,295.14
SUB-005972,CUST-00320,2025-02-07,,active,121.15
SUB-005973,CUST-04788,2025-06-27,,active,274.16
SUB-005974,CUST-03541,2025-05-31,2025-11-04,churned,63.03
SUB-005975,CUST-00441,2024-05-23,,active,193.54
SUB-005976,CUST-02583,2025-07-18,,active,198.78
SUB-005977,CUST-02968,2025-02-08,,active,360.91
SUB-005978,CUST-00123,2025-07-28,,active,85.31
SUB-005979,CUST-01168,2025-06-27,,active,134.91
SUB-005980,CUST-01941,2024-02-15,,active,73.96
SUB-005981,CUST-00264,2024-07-09,,active,243.47
SUB-005982,CUST-00472,2025-08-06,,active,44.56
SUB-005983,CUST-03218,2024-05-23,,active,90.64
SUB-005984,CUST-01850,2024-08-30,,active,135.64
SUB-005985,CUST-01219,2024-05-16,2025-05-06,churned,291.13
SUB-005986,CUST-04231,2024-05-11,,active,213.45
SUB-005987,CUST-03498,2025-04-19,,active,127.57
SUB-005988,CUST-00283,2025-02-06,,active,183.32
SUB-005989,CUST-02072,2024-06-16,2025-02-21,churned,292.21
SUB-005990,CUST-02452,2025-06-17,,active,27.29
SUB-005991,CUST-04218,2024-02-12,,active,49.63
SUB-005992,CUST-03812,2024-07-01,,active,480.36
SUB-005993,CUST-01921,2025-02-22,,active,105.8
SUB-005994,CUST-02785,2025-10-09,,paused,153.82
SUB-005995,CUST-02664,2025-06-15,,active,333.15
SUB-005996,CUST-00576,2024-01-03,,active,98.03
SUB-005997,CUST-03166,2025-03-21,,active,95.21
SUB-005998,CUST-03389,2024-10-05,,active,220.08
SUB-005999,CUST-02376,2024-04-23,,active,261.87
SUB-006000,CUST-03065,2024-12-07,,active,365.52
SUB-006001,CUST-02296,2025-02-18,,active,7.25
SUB-006002,CUST-03099,2024-01-04,,active,212.85
SUB-006003,CUST-00495,2024-07-26,,active,379.02
SUB-006004,CUST-01641,2025-06-11,,paused,35.93
SUB-006005,CUST-04264,2024-05-02,,active,224.11
SUB-006006,CUST-02666,2025-05-14,,active,394.12
SUB-006007,CUST-02701,2025-03-30,2025-01-04,churned,40.48
SUB-006008,CUST-00216,2024-07-30,,active,193.17
SUB-006009,CUST-03215,2024-09-22,,paused,231.68
SUB-006010,CUST-02074,2025-08-18,,active,47.15
SUB-006011,CUST-03854,2025-10-02,2025-05-09,churned,126.1
SUB-006012,CUST-00502,2025-04-27,,active,546.3
SUB-006013,CUST-04732,2025-08-26,,active,208.48
SUB-006014,CUST-01652,2024-10-22,2025-11-13,churned,6.73
SUB-006015,CUST-00069,2024-11-21,,active,174.63
SUB-006016,CUST-04325,2024-06-05,,active,62.04
SUB-006017,CUST-04783,2025-07-03,,active,318.56
SUB-006018,CUST-03845,2024-08-01,,active,280.72
SUB-006019,CUST-00668,2024-07-27,,active,131.02
SUB-006020,CUST-03194,2025-09-20,,active,233.64
SUB-006021,CUST-04886,2024-06-13,,active,183.99
SUB-006022,CUST-02886,2024-10-16,,active,235.51
SUB-006023,CUST-04989,2025-02-16,2025-05-27,churned,145.95
SUB-006024,CUST-03227,2024-11-25,,active,176.19
SUB-006025,CUST-03017,2024-03-07,,active,143.36
SUB-006026,CUST-00985,2024-12-23,,active,451.26
SUB-006027,CUST-02014,2024-05-29,2025-04-09,churned,75.9
SUB-006028,CUST-03044,2025-07-21,,active,179.2
SUB-006029,CUST-02250,2024-10-25,,active,713.06
SUB-006030,CUST-03835,2025-05-24,2025-12-03,churned,402.51
SUB-006031,CUST-03078,2025-06-30,,active,81.19
SUB-006032,CUST-00891,2024-09-14,,active,184.05
SUB-006033,CUST-02565,2025-07-11,,active,177.73
SUB-006034,CUST-01257,2024-06-12,2025-09-05,churned,357.43
SUB-006035,CUST-02540,2025-05-13,,active,287.56
SUB-006036,CUST-03312,2024-11-17,,active,228.74
SUB-006037,CUST-01797,2025-01-14,,active,101.58
SUB-006038,CUST-03658,2024-10-25,,active,468.6
SUB-006039,CUST-02370,2024-01-21,,active,78.71
SUB-006040,CUST-01113,2024-10-15,2025-05-26,churned,381.37
SUB-006041,CUST-03240,2025-05-06,,active,201.54
SUB-006042,CUST-02540,2025-05-16,,active,237.49
SUB-006043,CUST-01172,2025-09-01,,active,117.7
SUB-006044,CUST-03883,2024-08-05,,active,320.3
SUB-006045,CUST-04974,2024-01-21,,active,260.23
SUB-006046,CUST-04618,2024-04-14,,active,63.48
SUB-006047,CUST-01084,2025-03-17,,active,213.31
SUB-006048,CUST-01527,2025-07-23,,active,131.13
SUB-006049,CUST-00457,2024-07-03,,active,271.5
SUB-006050,CUST-01308,2024-04-26,2025-06-03,churned,491.31
SUB-006051,CUST-03662,2024-11-08,2025-02-23,churned,13.58
SUB-006052,CUST-02572,2024-05-08,2025-06-01,churned,129.83
SUB-006053,CUST-01822,2024-08-04,,active,19.87
SUB-006054,CUST-00712,2025-05-06,,active,212.49
SUB-006055,CUST-01333,2024-02-03,,active,134.8
SUB-006056,CUST-00953,2024-01-01,,active,99.98
SUB-006057,CUST-03951,2024-09-28,,active,41.06
SUB-006058,CUST-02996,2024-07-05,,active,38.02
SUB-006059,CUST-00831,2025-10-11,2025-11-29,churned,211.27
SUB-006060,CUST-04859,2025-05-06,,active,251.29
SUB-006061,CUST-01262,2024-02-08,,active,316.51
SUB-006062,CUST-01618,2024-09-11,,active,80.22
SUB-006063,CUST-04311,2025-03-06,,active,323.5
SUB-006064,CUST-04883,2024-08-15,,active,237.71
SUB-006065,CUST-00283,2024-01-18,2025-04-30,churned,262.08
SUB-006066,CUST-01201,2024-06-21,,active,125.22
SUB-006067,CUST-02606,2024-08-17,,active,259.37
SUB-006068,CUST-01192,2025-08-09,2025-03-26,churned,264.38
SUB-006069,CUST-04156,2025-08-16,,active,193.95
SUB-006070,CUST-04086,2025-03-29,,active,154.36
SUB-006071,CUST-02221,2024-01-28,,active,94.91
SUB-006072,CUST-04207,2024-03-23,,active,137.8
SUB-006073,CUST-02869,2024-12-19,,active,67.83
SUB-006074,CUST-03465,2025-03-30,,active,77.14
SUB-006075,CUST-02855,2024-09-20,,active,182.24
SUB-006076,CUST-01606,2024-01-05,,active,207.95
SUB-006077,CUST-01735,2025-03-18,,active,326.45
SUB-006078,CUST-02454,2024-10-03,,active,198.8
SUB-006079,CUST-00633,2024-08-16,,active,49.81
SUB-006080,CUST-04474,2024-01-14,,active,270.88
SUB-006081,CUST-04542,2025-09-29,2025-07-10,churned,98.67
SUB-006082,CUST-04660,2024-05-29,,paused,437.51
SUB-006083,CUST-00572,2025-09-24,,active,150.62
SUB-006084,CUST-03053,2025-07-21,,active,250.89
SUB-006085,CUST-02872,2025-03-13,2025-06-05,churned,267.31
SUB-006086,CUST-03628,2024-11-04,,active,336.83
SUB-006087,CUST-00042,2024-01-14,,active,155.86
SUB-006088,CUST-04979,2025-06-21,,active,306.79
SUB-006089,CUST-02186,2025-01-17,,paused,237.8
SUB-006090,CUST-00330,2025-02-15,,active,97.64
SUB-006091,CUST-01208,2024-03-24,,active,22.73
SUB-006092,CUST-01399,2024-09-24,2025-06-22,churned,188.73
SUB-006093,CUST-00067,2025-07-14,,active,55.83
SUB-006094,CUST-00086,2024-02-07,2025-02-27,churned,183.62
SUB-006095,CUST-04384,2025-01-18,,active,127.34
SUB-006096,CUST-04013,2024-05-29,,active,123.12
SUB-006097,CUST-04374,2025-08-30,,active,33.93
SUB-006098,CUST-01340,2024-04-07,,active,242.84
SUB-006099,CUST-03015,2024-05-04,,active,174.96
SUB-006100,CUST-01120,2024-05-25,,active,230.13
SUB-006101,CUST-01738,2024-09-08,,active,85.07
SUB-006102,CUST-03855,2024-02-04,,active,37.45
SUB-006103,CUST-02648,2024-05-22,2025-08-08,churned,59.8
SUB-006104,CUST-03281,2024-05-04,,paused,61.05
SUB-006105,CUST-02458,2024-12-08,2025-08-21,churned,148.19
SUB-006106,CUST-03204,2025-06-05,,active,13.2
SUB-006107,CUST-03101,2024-06-01,,active,78.96
SUB-006108,CUST-04630,2025-10-10,,active,215.94
SUB-006109,CUST-00962,2024-04-01,,active,107.19
SUB-006110,CUST-02761,2025-03-17,,active,132.26
SUB-006111,CUST-00698,2024-07-16,2025-09-12,churned,272.89
SUB-006112,CUST-01705,2025-10-11,,paused,307.58
SUB-006113,CUST-03504,2025-01-17,,active,100.91
SUB-006114,CUST-00808,2024-05-16,,active,88.23
SUB-006115,CUST-03738,2024-05-02,,active,26.06
SUB-006116,CUST-03466,2025-06-25,,active,79.98
SUB-006117,CUST-00845,2025-07-10,2025-05-13,churned,230.57
SUB-006118,CUST-02979,2025-07-23,,active,295.86
SUB-006119,CUST-00528,2025-05-27,2025-01-11,churned,465.35
SUB-006120,CUST-04913,2024-09-15,,active,68.25
SUB-006121,CUST-03111,2024-08-05,,paused,21.03
SUB-006122,CUST-00602,2025-03-30,,active,291.69
SUB-006123,CUST-03735,2025-07-16,2025-08-23,churned,81.87
SUB-006124,CUST-00451,2025-09-21,,active,174.26
SUB-006125,CUST-01302,2024-11-22,,paused,141.61
SUB-006126,CUST-02200,2025-04-28,,paused,227.06
SUB-006127,CUST-01327,2024-07-18,,active,253.01
SUB-006128,CUST-01301,2024-11-29,,active,58.05
SUB-006129,CUST-03496,2025-06-10,,active,46.04
SUB-006130,CUST-01274,2025-01-04,,active,112.08
SUB-006131,CUST-00570,2024-08-03,,active,157.77
SUB-006132,CUST-01450,2024-10-17,,active,147.88
SUB-006133,CUST-04152,2024-05-06,,active,266.74
SUB-006134,CUST-02261,2025-08-05,,active,486.79
SUB-006135,CUST-02749,2025-04-19,,active,412.32
SUB-006136,CUST-03532,2024-10-25,,active,213.02
SUB-006137,CUST-03914,2025-08-20,,active,105.72
SUB-006138,CUST-01363,2024-05-04,,active,282.67
SUB-006139,CUST-01098,2024-05-27,,active,110.99
SUB-006140,CUST-03101,2025-03-29,,paused,48.4
SUB-006141,CUST-02436,2024-12-02,2025-06-02,churned,169.04
SUB-006142,CUST-00434,2025-06-12,,active,50.09
SUB-006143,CUST-00665,2024-05-20,,active,690.41
SUB-006144,CUST-04370,2024-11-01,,active,162.5
SUB-006145,CUST-02460,2024-06-03,2025-02-04,churned,328.97
SUB-006146,CUST-03114,2025-09-06,,active,210.97
SUB-006147,CUST-00578,2024-11-23,,active,388.38
SUB-006148,CUST-04459,2025-05-21,,paused,523.64
SUB-006149,CUST-03123,2024-09-18,,active,215.65
SUB-006150,CUST-01165,2025-07-19,,active,103.27
SUB-006151,CUST-01353,2024-01-26,,active,221.21
SUB-006152,CUST-04084,2025-06-21,,paused,135.6
SUB-006153,CUST-04158,2024-03-12,,active,57.32
SUB-006154,CUST-01675,2024-04-07,,active,170.85
SUB-006155,CUST-04137,2025-04-26,,active,121.57
SUB-006156,CUST-03630,2024-03-13,,active,37.98
SUB-006157,CUST-03673,2024-01-02,,active,106.78
SUB-006158,CUST-02266,2025-06-29,2025-06-16,churned,94.3
SUB-006159,CUST-00597,2024-05-01,,active,615.11
SUB-006160,CUST-04982,2025-04-28,,active,26.57
SUB-006161,CUST-00440,2024-11-04,2025-09-22,churned,51.5
SUB-006162,CUST-03159,2025-06-23,2025-03-17,churned,74.04
SUB-006163,CUST-02044,2024-01-10,,active,36.79
SUB-006164,CUST-03902,2024-12-24,,active,123.79
SUB-006165,CUST-03429,2024-07-02,,active,255.92
SUB-006166,CUST-03636,2024-11-25,,active,150.76
SUB-006167,CUST-04284,2024-11-24,2025-02-16,churned,576.22
SUB-006168,CUST-03059,2024-09-10,2025-04-14,churned,310.6
SUB-006169,CUST-00389,2025-08-24,,active,367.66
SUB-006170,CUST-04186,2025-08-24,,active,165.18
SUB-006171,CUST-03065,2024-01-25,,active,64.18
SUB-006172,CUST-04552,2025-08-27,,active,95.53
SUB-006173,CUST-03812,2024-11-03,2025-08-05,churned,74.89
SUB-006174,CUST-04514,2024-01-03,,paused,152.29
SUB-006175,CUST-03273,2024-01-22,,active,97.66
SUB-006176,CUST-04815,2024-01-06,,paused,80.83
SUB-006177,CUST-04144,2024-07-18,,active,146.65
SUB-006178,CUST-02123,2024-07-03,,active,55.96
SUB-006179,CUST-01878,2025-06-16,,active,87.02
SUB-006180,CUST-01218,2024-07-24,2025-05-11,churned,206.1
SUB-006181,CUST-00197,2024-06-21,,active,161.11
SUB-006182,CUST-02600,2024-06-29,,active,414.94
SUB-006183,CUST-00694,2024-12-10,,active,74.92
SUB-006184,CUST-00367,2025-09-13,,paused,165.93
SUB-006185,CUST-04133,2025-03-05,2025-12-27,churned,531.82
SUB-006186,CUST-03640,2024-04-22,,active,209.34
SUB-006187,CUST-04956,2025-04-11,,active,33.14
SUB-006188,CUST-00802,2024-03-29,,active,128.31
SUB-006189,CUST-02581,2024-09-15,,active,170.43
SUB-006190,CUST-01808,2025-09-18,,active,80.21
SUB-006191,CUST-00434,2025-01-30,,active,353.85
SUB-006192,CUST-04517,2024-08-25,,paused,162.52
SUB-006193,CUST-04957,2024-05-17,,active,108.04
SUB-006194,CUST-03725,2025-10-01,2025-02-01,churned,228.5
SUB-006195,CUST-04473,2025-05-06,,active,164.07
SUB-006196,CUST-02154,2025-02-02,,active,259.45
SUB-006197,CUST-04855,2024-09-22,,active,172.17
SUB-006198,CUST-00273,2025-10-05,2025-09-08,churned,152.19
SUB-006199,CUST-00449,2024-06-11,2025-09-01,churned,15.32
SUB-006200,CUST-04202,2024-10-17,,active,179.85
SUB-006201,CUST-01083,2024-05-21,2025-11-16,churned,246.37
SUB-006202,CUST-03168,2025-01-22,2025-07-30,churned,151.56
SUB-006203,CUST-04702,2024-11-05,,active,101.87
SUB-006204,CUST-02392,2024-03-06,,active,643.13
SUB-006205,CUST-01071,2025-01-28,,active,272.27
SUB-006206,CUST-04252,2024-08-21,,active,39.53
SUB-006207,CUST-01717,2024-06-27,,active,75.42
SUB-006208,CUST-03993,2025-03-06,,active,110.93
SUB-006209,CUST-00449,2024-05-25,2025-07-19,churned,305.36
SUB-006210,CUST-03752,2025-01-15,,active,369.47
SUB-006211,CUST-00213,2024-08-30,2025-07-06,churned,319.09
SUB-006212,CUST-01288,2024-12-29,2025-01-29,churned,132.79
SUB-006213,CUST-02963,2024-10-04,,active,63.77
SUB-006214,CUST-02528,2024-04-13,,active,172.76
SUB-006215,CUST-00969,2024-07-26,,active,543.55
SUB-006216,CUST-00408,2024-03-22,2025-06-21,churned,58.06
SUB-006217,CUST-00348,2024-03-05,,active,60.76
SUB-006218,CUST-04042,2024-06-26,,active,84.35
SUB-006219,CUST-00144,2025-02-25,2025-01-17,churned,91.57
SUB-006220,CUST-04406,2024-04-30,,active,432.71
SUB-006221,CUST-00047,2024-01-17,,active,70.63
SUB-006222,CUST-04177,2024-05-09,,active,401.31
SUB-006223,CUST-02608,2025-05-09,,active,127.95
SUB-006224,CUST-04880,2024-02-27,,active,90.74
SUB-006225,CUST-04635,2025-08-02,,active,10.85
SUB-006226,CUST-02305,2024-05-31,,active,147.07
SUB-006227,CUST-04185,2024-05-17,,active,124.65
SUB-006228,CUST-02685,2025-09-06,,active,167.1
SUB-006229,CUST-01947,2025-08-25,,active,56.28
SUB-006230,CUST-01074,2024-05-06,,active,112.39
SUB-006231,CUST-04472,2024-04-14,2025-10-19,churned,71.1
SUB-006232,CUST-02360,2024-05-23,2025-06-24,churned,212.7
SUB-006233,CUST-01975,2025-01-07,,active,377.29
SUB-006234,CUST-00096,2024-11-30,,active,36.47
SUB-006235,CUST-01338,2025-01-02,,active,188.43
SUB-006236,CUST-04714,2024-07-22,,paused,235.09
SUB-006237,CUST-03911,2024-06-01,2025-04-02,churned,120.64
SUB-006238,CUST-00423,2024-09-26,,active,91.91
SUB-006239,CUST-03295,2025-07-13,,active,93.14
SUB-006240,CUST-00944,2025-01-05,,paused,171.2
SUB-006241,CUST-02499,2024-07-02,,active,142.3
SUB-006242,CUST-02959,2025-09-19,,active,35.25
SUB-006243,CUST-02594,2025-09-11,,active,151.37
SUB-006244,CUST-03826,2025-01-07,2025-11-20,churned,56.82
SUB-006245,CUST-02578,2024-12-15,,active,370.18
SUB-006246,CUST-02869,2025-01-19,2025-10-21,churned,447.41
SUB-006247,CUST-02837,2024-03-29,,active,297.58
SUB-006248,CUST-01367,2024-11-08,,active,80.17
SUB-006249,CUST-00926,2024-11-25,,active,66.83
SUB-006250,CUST-04440,2025-07-21,,active,58.09
SUB-006251,CUST-02296,2024-02-03,,active,30.23
SUB-006252,CUST-01178,2025-01-19,,active,127.28
SUB-006253,CUST-00442,2024-11-19,,active,101.94
SUB-006254,CUST-00819,2025-08-20,,active,175.35
SUB-006255,CUST-01275,2024-07-30,,active,328.91
SUB-006256,CUST-04100,2025-09-16,,active,343.52
SUB-006257,CUST-01310,2025-05-16,,active,49.11
SUB-006258,CUST-03771,2024-12-18,,active,336.03
SUB-006259,CUST-01326,2024-07-29,2025-10-19,churned,134.98
SUB-006260,CUST-00281,2024-07-30,,active,38.04
SUB-006261,CUST-00167,2024-10-27,2025-03-14,churned,89.8
SUB-006262,CUST-03976,2025-03-10,,active,167.75
SUB-006263,CUST-03215,2024-02-26,2025-07-09,churned,68.62
SUB-006264,CUST-03093,2024-09-18,,active,282.74
SUB-006265,CUST-03387,2024-10-19,,active,257.21
SUB-006266,CUST-02132,2024-07-20,,active,197.81
SUB-006267,CUST-01535,2024-01-25,2025-10-13,churned,132.91
SUB-006268,CUST-00458,2024-03-01,2025-07-28,churned,272.33
SUB-006269,CUST-04867,2025-02-27,,paused,305.24
SUB-006270,CUST-03700,2025-07-17,,active,353.5
SUB-006271,CUST-04763,2024-08-04,,active,164.51
SUB-006272,CUST-00843,2024-08-31,,active,277.69
SUB-006273,CUST-04298,2025-03-18,,active,133.26
SUB-006274,CUST-03674,2024-03-03,,active,142.16
SUB-006275,CUST-04713,2025-09-07,2025-02-28,churned,160.85
SUB-006276,CUST-02808,2024-04-21,2025-02-17,churned,287.13
SUB-006277,CUST-03846,2024-05-13,,paused,89.75
SUB-006278,CUST-01882,2024-08-22,,active,107.7
SUB-006279,CUST-02142,2024-09-19,,active,259.63
SUB-006280,CUST-01734,2024-02-09,,active,355.0
SUB-006281,CUST-01158,2024-05-29,,active,284.98
SUB-006282,CUST-04147,2024-08-22,,active,94.38
SUB-006283,CUST-00872,2024-04-08,,active,247.7
SUB-006284,CUST-04855,2024-02-29,,active,118.57
SUB-006285,CUST-03162,2024-12-09,,active,53.8
SUB-006286,CUST-03404,2024-08-01,,active,329.35
SUB-006287,CUST-04253,2025-03-06,,active,66.93
SUB-006288,CUST-00172,2025-09-06,,active,157.76
SUB-006289,CUST-02646,2024-01-18,,active,108.13
SUB-006290,CUST-04636,2024-01-12,,active,86.67
SUB-006291,CUST-01913,2024-07-11,,active,14.48
SUB-006292,CUST-02284,2024-05-19,,active,224.77
SUB-006293,CUST-03854,2024-05-06,,active,350.37
SUB-006294,CUST-01446,2024-05-04,,active,178.91
SUB-006295,CUST-00661,2025-03-16,,active,224.91
SUB-006296,CUST-04071,2025-03-18,2025-07-21,churned,181.48
SUB-006297,CUST-01380,2025-06-24,,active,107.08
SUB-006298,CUST-02417,2024-03-31,,active,121.8
SUB-006299,CUST-02787,2025-03-15,2025-10-15,churned,137.89
SUB-006300,CUST-01276,2024-01-25,2025-02-20,churned,343.52
SUB-006301,CUST-03103,2024-11-09,,active,116.18
SUB-006302,CUST-02500,2025-04-25,2025-06-28,churned,356.21
SUB-006303,CUST-00546,2024-09-25,,active,169.7
SUB-006304,CUST-04182,2025-04-17,,active,284.99
SUB-006305,CUST-01226,2025-03-19,,active,9.47
SUB-006306,CUST-01505,2025-06-01,,active,99.63
SUB-006307,CUST-00645,2024-01-16,,active,348.99
SUB-006308,CUST-04830,2024-12-07,,active,241.76
SUB-006309,CUST-01970,2024-11-21,2025-04-12,churned,67.64
SUB-006310,CUST-01211,2025-06-14,,active,191.94
SUB-006311,CUST-02344,2024-08-26,,paused,79.69
SUB-006312,CUST-04358,2024-03-24,,active,11.24
SUB-006313,CUST-04269,2025-02-24,,active,52.44
SUB-006314,CUST-02044,2025-03-08,,paused,193.83
SUB-006315,CUST-02121,2024-06-22,,paused,99.73
SUB-006316,CUST-00399,2025-08-10,,active,131.72
SUB-006317,CUST-02492,2025-01-17,,paused,244.76
SUB-006318,CUST-03525,2024-03-27,2025-07-25,churned,566.78
SUB-006319,CUST-02384,2024-05-29,,active,127.89
SUB-006320,CUST-01445,2024-11-28,,active,265.01
SUB-006321,CUST-00695,2024-01-23,,active,13.07
SUB-006322,CUST-00137,2024-09-15,2025-08-25,churned,158.63
SUB-006323,CUST-03305,2025-06-11,,active,75.99
SUB-006324,CUST-01454,2024-05-22,,active,222.19
SUB-006325,CUST-01257,2024-04-12,,active,122.3
SUB-006326,CUST-04817,2024-06-03,,active,179.09
SUB-006327,CUST-04830,2024-07-23,,active,200.96
SUB-006328,CUST-01201,2024-10-25,,active,250.8
SUB-006329,CUST-04153,2024-06-08,,active,232.05
SUB-006330,CUST-03279,2024-10-31,,active,151.07
SUB-006331,CUST-00521,2025-09-16,,active,184.45
SUB-006332,CUST-04234,2024-02-12,2025-06-24,churned,165.4
SUB-006333,CUST-03403,2024-05-30,2025-12-03,churned,233.37
SUB-006334,CUST-03533,2024-05-05,,active,63.37
SUB-006335,CUST-01740,2025-03-20,2025-02-25,churned,113.09
SUB-006336,CUST-01659,2025-09-11,,active,412.85
SUB-006337,CUST-04858,2025-02-10,,active,240.4
SUB-006338,CUST-00044,2024-03-14,,active,50.67
SUB-006339,CUST-04748,2024-07-09,2025-11-06,churned,191.0
SUB-006340,CUST-04257,2024-12-05,,paused,363.7
SUB-006341,CUST-01899,2024-01-24,,active,294.43
SUB-006342,CUST-01250,2025-06-18,,active,196.61
SUB-006343,CUST-00577,2024-06-11,,active,72.27
SUB-006344,CUST-00181,2024-05-17,,active,298.8
SUB-006345,CUST-02071,2024-09-08,2025-02-01,churned,412.4
SUB-006346,CUST-02336,2024-02-27,,active,139.65
SUB-006347,CUST-03483,2024-04-22,2025-06-16,churned,622.6
SUB-006348,CUST-04639,2025-01-23,2025-02-22,churned,381.22
SUB-006349,CUST-00706,2025-10-03,,active,191.39
SUB-006350,CUST-03447,2025-04-24,,active,63.75
SUB-006351,CUST-00621,2025-03-04,,active,133.07
SUB-006352,CUST-02017,2025-04-19,2025-05-12,churned,145.49
SUB-006353,CUST-02784,2025-08-29,,paused,375.35
SUB-006354,CUST-04014,2025-04-20,,active,358.99
SUB-006355,CUST-01751,2025-01-05,,active,60.79
