refund_id,payment_id,customer_id,refund_date,refund_amount,reason
REF-003861,PAY-0022141,CUST-03282,2025-04-27,60.57,service_credit
REF-003862,PAY-0004244,CUST-04611,2025-04-18,105.83,customer_request
REF-003863,PAY-0035157,CUST-04236,2025-03-21,35.83,customer_request
REF-003864,PAY-0042331,CUST-00215,2025-02-12,85.72,customer_request
REF-003865,PAY-0000436,CUST-01674,2025-10-25,171.27,service_credit
REF-003866,PAY-0001419,CUST-03179,2025-01-22,166.38,customer_request
REF-003867,PAY-0031208,CUST-04742,2025-06-10,160.89,customer_request
REF-003868,PAY-0022246,CUST-02863,2025-12-01,133.11,customer_request
REF-003869,PAY-0030236,CUST-01827,2025-01-14,94.44,customer_request
REF-003870,PAY-0034975,CUST-04383,2025-10-31,32.2,customer_request
REF-003871,PAY-0030957,CUST-02338,2025-05-02,99.39,service_credit
REF-003872,PAY-0045953,CUST-00684,2025-06-10,122.52,customer_request
REF-003873,PAY-0016393,CUST-01639,2025-05-27,26.0,customer_request
REF-003874,PAY-0009269,CUST-01552,2025-02-05,3.57,fraud_adjustment
REF-003875,PAY-0023088,CUST-03363,2025-01-11,119.54,customer_request
REF-003876,PAY-0044099,CUST-03871,2025-05-06,271.89,customer_request
REF-003877,PAY-0017496,CUST-00065,2025-11-27,19.21,customer_request
REF-003878,PAY-0032008,CUST-02801,2025-05-01,129.8,customer_request
REF-003879,PAY-0005104,CUST-04908,2025-09-05,117.35,service_credit
REF-003880,PAY-0046949,CUST-00868,2025-11-02,40.72,customer_request
REF-003881,PAY-0038455,CUST-04863,2025-06-27,48.3,customer_request
REF-003882,PAY-0005230,CUST-02440,2025-07-06,77.11,customer_request
REF-003883,PAY-0012000,CUST-00276,2025-07-10,26.32,service_credit
REF-003884,PAY-0024316,CUST-03712,2025-05-05,31.17,customer_request
REF-003885,PAY-0006960,CUST-01518,2025-10-03,105.92,customer_request
REF-003886,PAY-0019013,CUST-04650,2025-06-14,14.74,customer_request
REF-003887,PAY-0013709,CUST-04332,2025-08-26,93.27,customer_request
REF-003888,PAY-0002914,CUST-00500,2025-07-22,147.61,customer_request
REF-003889,PAY-0033866,CUST-01826,2025-07-15,123.55,customer_request
REF-003890,PAY-0036441,CUST-00760,2025-10-30,162.24,service_credit
REF-003891,PAY-0007385,CUST-04624,2025-08-25,173.32,customer_request
REF-003892,PAY-0028066,CUST-02951,2025-11-24,50.03,fraud_adjustment
REF-003893,PAY-0017579,CUST-01099,2025-07-19,152.57,customer_request
REF-003894,PAY-0000726,CUST-03882,2025-01-09,142.44,fraud_adjustment
REF-003895,PAY-0037047,CUST-02170,2025-08-29,365.49,customer_request
REF-003896,PAY-0029991,CUST-00078,2025-06-05,54.99,service_credit
REF-003897,PAY-0027553,CUST-04145,2025-11-01,159.25,customer_request
REF-003898,PAY-0008768,CUST-04236,2025-08-14,62.98,customer_request
REF-003899,PAY-0004061,CUST-04323,2025-09-11,6.25,customer_request
REF-003900,PAY-0012973,CUST-03662,2025-01-03,161.86,customer_request
REF-003901,PAY-0043362,CUST-01957,2025-10-31,36.72,service_credit
REF-003902,PAY-0047684,CUST-04968,2025-01-31,73.9,customer_request
REF-003903,PAY-0046068,CUST-03031,2025-12-06,197.46,customer_request
REF-003904,PAY-0004019,CUST-02719,2025-10-28,36.1,service_credit
REF-003905,PAY-0016094,CUST-04321,2025-10-14,128.57,customer_request
REF-003906,PAY-0004438,CUST-02176,2025-09-04,107.29,customer_request
REF-003907,PAY-0014048,CUST-01934,2025-06-18,22.21,customer_request
REF-003908,PAY-0006614,CUST-02125,2025-01-04,208.53,service_credit
REF-003909,PAY-0033833,CUST-04932,2025-05-28,83.99,customer_request
REF-003910,PAY-0024973,CUST-00377,2025-11-15,182.42,customer_request
REF-003911,PAY-0033376,CUST-00073,2025-02-10,67.55,service_credit
REF-003912,PAY-0014770,CUST-03145,2025-09-18,181.11,customer_request
REF-003913,PAY-0028742,CUST-00707,2025-08-13,17.54,customer_request
REF-003914,PAY-0039041,CUST-00923,2025-09-27,106.53,customer_request
REF-003915,PAY-0043395,CUST-02553,2025-06-27,48.86,service_credit
REF-003916,PAY-0029794,CUST-01862,2025-10-22,233.48,customer_request
REF-003917,PAY-0035298,CUST-04553,2025-06-28,112.48,customer_request
REF-003918,PAY-0011144,CUST-04444,2025-08-26,75.93,customer_request
REF-003919,PAY-0046040,CUST-04929,2025-07-25,257.67,customer_request
REF-003920,PAY-0000060,CUST-02003,2025-09-20,78.54,customer_request
REF-003921,PAY-0013152,CUST-02876,2025-08-30,40.82,customer_request
REF-003922,PAY-0047094,CUST-03467,2025-08-18,0.18,customer_request
REF-003923,PAY-0007041,CUST-03389,2025-07-22,95.64,customer_request
REF-003924,PAY-0047104,CUST-00999,2025-08-04,162.02,customer_request
REF-003925,PAY-0016436,CUST-02433,2025-01-20,78.29,customer_request
REF-003926,PAY-0031563,CUST-00500,2025-01-30,102.04,customer_request
REF-003927,PAY-0040468,CUST-01142,2025-09-19,155.2,customer_request
REF-003928,PAY-0044805,CUST-01736,2025-04-11,90.62,customer_request
REF-003929,PAY-0004132,CUST-00598,2025-08-14,120.53,service_credit
REF-003930,PAY-0030916,CUST-00523,2025-11-28,322.99,fraud_adjustment
REF-003931,PAY-0013331,CUST-01127,2025-08-19,50.08,customer_request
REF-003932,PAY-0017973,CUST-03578,2025-11-30,39.27,customer_request
REF-003933,PAY-0046215,CUST-04370,2025-08-23,114.13,customer_request
REF-003934,PAY-0015355,CUST-02934,2025-07-08,151.55,service_credit
REF-003935,PAY-0013625,CUST-02517,2025-05-27,65.05,customer_request
REF-003936,PAY-0015046,CUST-03559,2025-03-19,8.32,customer_request
REF-003937,PAY-0009235,CUST-01391,2025-12-08,33.45,fraud_adjustment
REF-003938,PAY-0039284,CUST-02645,2025-04-05,162.64,customer_request
REF-003939,PAY-0044806,CUST-04939,2025-01-24,98.09,customer_request
REF-003940,PAY-0024049,CUST-02444,2025-12-12,48.34,service_credit
REF-003941,PAY-0046700,CUST-02157,2025-07-05,43.73,service_credit
REF-003942,PAY-0046294,CUST-04109,2025-09-04,125.21,customer_request
REF-003943,PAY-0043841,CUST-02317,2025-03-13,62.01,customer_request
REF-003944,PAY-0033408,CUST-04561,2025-03-28,345.25,customer_request
REF-003945,PAY-0015308,CUST-02026,2025-05-22,75.15,customer_request
REF-003946,PAY-0000227,CUST-00912,2025-06-04,152.82,service_credit
REF-003947,PAY-0019268,CUST-03154,2025-09-08,320.9,customer_request
REF-003948,PAY-0041708,CUST-01089,2025-08-05,220.16,fraud_adjustment
REF-003949,PAY-0029528,CUST-03656,2025-07-27,50.71,service_credit
REF-003950,PAY-0026736,CUST-03961,2025-12-24,18.46,customer_request
REF-003951,PAY-0025407,CUST-00855,2025-08-07,70.49,customer_request
REF-003952,PAY-0000614,CUST-02175,2025-06-03,91.17,customer_request
REF-003953,PAY-0036727,CUST-04813,2025-06-30,28.42,customer_request
REF-003954,PAY-0006586,CUST-04175,2025-10-18,54.35,customer_request
REF-003955,PAY-0008276,CUST-03046,2025-11-10,97.79,customer_request
REF-003956,PAY-0007562,CUST-03707,2025-07-10,114.68,customer_request
REF-003957,PAY-0025337,CUST-01236,2025-09-04,34.69,service_credit
REF-003958,PAY-0002868,CUST-02287,2025-01-04,127.07,customer_request
REF-003959,PAY-0046953,CUST-02800,2025-07-23,21.87,customer_request
REF-003960,PAY-0034220,CUST-02855,2025-01-19,176.33,customer_request
REF-003961,PAY-0012038,CUST-02231,2025-03-31,20.72,customer_request
REF-003962,PAY-0000040,CUST-04767,2025-07-20,15.46,customer_request
REF-003963,PAY-0037214,CUST-02078,2025-02-05,64.95,customer_request
REF-003964,PAY-0025547,CUST-03625,2025-09-09,231.24,service_credit
REF-003965,PAY-0019490,CUST-03501,2025-10-30,24.36,customer_request
REF-003966,PAY-0029294,CUST-00222,2025-08-06,61.59,service_credit
REF-003967,PAY-0015026,CUST-03347,2025-08-17,111.34,customer_request
REF-003968,PAY-0043660,CUST-02098,2025-09-15,44.64,service_credit
REF-003969,PAY-0025356,CUST-03971,2025-07-22,205.72,customer_request
REF-003970,PAY-0039998,CUST-02164,2025-09-18,216.47,customer_request
REF-003971,PAY-0036565,CUST-04061,2025-10-19,31.95,customer_request
REF-003972,PAY-0043558,CUST-03347,2025-09-26,77.73,customer_request
REF-003973,PAY-0007727,CUST-04537,2025-06-04,21.86,fraud_adjustment
REF-003974,PAY-0019766,CUST-04147,2025-08-19,28.44,fraud_adjustment
REF-003975,PAY-0028587,CUST-03153,2025-09-18,48.04,customer_request
REF-003976,PAY-0004916,CUST-03433,2025-01-11,152.27,customer_request
REF-003977,PAY-0047044,CUST-01023,2025-11-20,191.1,customer_request
REF-003978,PAY-0046626,CUST-01397,2025-04-14,114.68,customer_request
REF-003979,PAY-0028813,CUST-03477,2025-02-03,104.73,customer_request
REF-003980,PAY-0024790,CUST-02604,2025-11-02,194.61,customer_request
REF-003981,PAY-0046533,CUST-00525,2025-03-12,54.26,service_credit
REF-003982,PAY-0028281,CUST-01783,2025-06-11,192.71,fraud_adjustment
REF-003983,PAY-0036762,CUST-02659,2025-08-07,33.34,customer_request
REF-003984,PAY-0041333,CUST-04455,2025-03-04,9.78,service_credit
REF-003985,PAY-0011464,CUST-00989,2025-02-12,150.47,service_credit
REF-003986,PAY-0022443,CUST-01571,2025-06-22,43.0,customer_request
REF-003987,PAY-0012545,CUST-01424,2025-08-09,35.95,customer_request
REF-003988,PAY-0040362,CUST-04209,2025-01-12,178.08,fraud_adjustment
REF-003989,PAY-0006649,CUST-01969,2025-11-13,162.31,customer_request
REF-003990,PAY-0047204,CUST-03633,2025-05-05,82.92,customer_request
REF-003991,PAY-0045165,CUST-00822,2025-12-04,122.19,customer_request
REF-003992,PAY-0032566,CUST-04007,2025-09-27,276.21,customer_request
REF-003993,PAY-0025209,CUST-00454,2025-05-11,95.3,customer_request
REF-003994,PAY-0026370,CUST-02947,2025-11-03,48.99,customer_request
REF-003995,PAY-0036449,CUST-03507,2025-01-02,177.67,customer_request
REF-003996,PAY-0023951,CUST-03169,2025-12-26,189.54,customer_request
REF-003997,PAY-0008723,CUST-04229,2025-07-13,49.29,customer_request
REF-003998,PAY-0038914,CUST-00525,2025-08-21,14.58,customer_request
REF-003999,PAY-0003444,CUST-04889,2025-11-05,220.3,customer_request
REF-004000,PAY-0034013,CUST-02863,2025-06-23,62.28,fraud_adjustment
REF-004001,PAY-0046974,CUST-02897,2025-11-05,149.93,customer_request
REF-004002,PAY-0038872,CUST-04749,2025-01-13,12.67,customer_request
REF-004003,PAY-0027943,CUST-03179,2025-01-08,125.96,customer_request
REF-004004,PAY-0001338,CUST-03815,2025-04-02,113.65,service_credit
REF-004005,PAY-0019168,CUST-01537,2025-10-13,157.3,customer_request
REF-004006,PAY-0036246,CUST-04118,2025-05-19,227.96,customer_request
REF-004007,PAY-0017480,CUST-02977,2025-12-03,101.73,service_credit
REF-004008,PAY-0021773,CUST-03693,2025-01-05,108.01,customer_request
REF-004009,PAY-0040896,CUST-04937,2025-10-02,232.32,customer_request
REF-004010,PAY-0017620,CUST-03692,2025-08-21,28.0,customer_request
REF-004011,PAY-0015643,CUST-03732,2025-01-05,45.03,customer_request
REF-004012,PAY-0013169,CUST-04022,2025-08-25,105.25,customer_request
REF-004013,PAY-0021355,CUST-01861,2025-04-04,43.73,customer_request
REF-004014,PAY-0006534,CUST-04701,2025-09-22,73.66,customer_request
REF-004015,PAY-0036039,CUST-03884,2025-12-15,226.46,customer_request
REF-004016,PAY-0027651,CUST-03351,2025-04-05,32.35,customer_request
REF-004017,PAY-0045928,CUST-03551,2025-10-08,107.28,customer_request
REF-004018,PAY-0045186,CUST-04988,2025-11-03,112.33,customer_request
REF-004019,PAY-0007374,CUST-02687,2025-10-03,50.77,customer_request
REF-004020,PAY-0046352,CUST-00171,2025-06-01,38.87,customer_request
REF-004021,PAY-0043606,CUST-01793,2025-09-22,134.66,service_credit
REF-004022,PAY-0016080,CUST-02990,2025-08-31,49.94,customer_request
REF-004023,PAY-0045195,CUST-02208,2025-05-10,18.49,service_credit
REF-004024,PAY-0029540,CUST-01638,2025-01-26,34.81,customer_request
REF-004025,PAY-0039496,CUST-00407,2025-06-29,42.35,customer_request
REF-004026,PAY-0010380,CUST-04457,2025-11-22,133.54,service_credit
REF-004027,PAY-0034729,CUST-04841,2025-11-17,40.18,customer_request
REF-004028,PAY-0041208,CUST-02083,2025-07-04,12.22,fraud_adjustment
REF-004029,PAY-0021894,CUST-00957,2025-10-16,13.57,customer_request
REF-004030,PAY-0029527,CUST-03514,2025-12-23,43.63,service_credit
REF-004031,PAY-0022584,CUST-04094,2025-12-17,19.46,customer_request
REF-004032,PAY-0034881,CUST-02733,2025-06-12,227.67,customer_request
REF-004033,PAY-0043092,CUST-00724,2025-01-13,23.93,customer_request
REF-004034,PAY-0014986,CUST-04598,2025-11-30,89.77,customer_request
REF-004035,PAY-0040213,CUST-02220,2025-03-16,389.15,customer_request
REF-004036,PAY-0025368,CUST-04592,2025-07-18,41.39,customer_request
REF-004037,PAY-0033599,CUST-03584,2025-03-19,78.01,customer_request
REF-004038,PAY-0037334,CUST-01982,2025-01-04,21.28,customer_request
REF-004039,PAY-0027329,CUST-03057,2025-11-25,214.06,customer_request
REF-004040,PAY-0037315,CUST-02330,2025-05-10,15.81,customer_request
REF-004041,PAY-0009292,CUST-03484,2025-06-09,24.36,customer_request
REF-004042,PAY-0008548,CUST-00201,2025-07-19,61.86,customer_request
REF-004043,PAY-0007728,CUST-02857,2025-06-11,201.4,customer_request
REF-004044,PAY-0035225,CUST-02292,2025-10-28,16.25,service_credit
REF-004045,PAY-0034985,CUST-01573,2025-10-19,46.46,fraud_adjustment
REF-004046,PAY-0035922,CUST-00821,2025-05-02,47.28,service_credit
REF-004047,PAY-0031090,CUST-02868,2025-04-21,29.48,customer_request
REF-004048,PAY-0035672,CUST-01421,2025-08-12,224.5,customer_request
REF-004049,PAY-0046482,CUST-01250,2025-08-10,98.2,customer_request
REF-004050,PAY-0003068,CUST-02767,2025-01-07,83.1,customer_request
REF-004051,PAY-0021928,CUST-04261,2025-10-29,92.15,customer_request
REF-004052,PAY-0003802,CUST-04187,2025-02-05,292.67,customer_request
REF-004053,PAY-0046182,CUST-04290,2025-07-23,45.59,customer_request
REF-004054,PAY-0033144,CUST-01622,2025-09-29,114.83,customer_request
REF-004055,PAY-0026108,CUST-03140,2025-08-22,187.26,service_credit
REF-004056,PAY-0003878,CUST-04632,2025-12-23,118.85,customer_request
REF-004057,PAY-0037405,CUST-04256,2025-02-02,19.58,service_credit
REF-004058,PAY-0020361,CUST-04975,2025-09-04,80.55,customer_request
REF-004059,PAY-0004620,CUST-02050,2025-03-10,185.95,customer_request
REF-004060,PAY-0006540,CUST-04600,2025-11-17,45.67,fraud_adjustment
REF-004061,PAY-0005086,CUST-03253,2025-07-08,183.29,customer_request
REF-004062,PAY-0013817,CUST-01723,2025-08-10,69.24,service_credit
REF-004063,PAY-0005822,CUST-01426,2025-10-24,169.22,service_credit
REF-004064,PAY-0005067,CUST-01063,2025-12-14,167.01,fraud_adjustment
REF-004065,PAY-0015810,CUST-01900,2025-01-04,189.27,customer_request
REF-004066,PAY-0004030,CUST-02350,2025-07-05,89.11,customer_request
REF-004067,PAY-0016853,CUST-04690,2025-02-22,105.24,customer_request
REF-004068,PAY-0018222,CUST-04957,2025-04-04,115.43,customer_request
REF-004069,PAY-0039326,CUST-04918,2025-06-14,168.87,service_credit
REF-004070,PAY-0032268,CUST-01031,2025-04-12,9.43,customer_request
REF-004071,PAY-0003000,CUST-04940,2025-08-22,223.83,customer_request
REF-004072,PAY-0043089,CUST-03540,2025-06-18,29.57,fraud_adjustment
REF-004073,PAY-0004129,CUST-01119,2025-01-05,7.3,customer_request
REF-004074,PAY-0040983,CUST-00891,2025-07-07,26.18,customer_request
REF-004075,PAY-0037861,CUST-04864,2025-08-20,67.91,customer_request
REF-004076,PAY-0021658,CUST-00298,2025-09-15,118.16,customer_request
REF-004077,PAY-0038679,CUST-02954,2025-08-07,135.97,customer_request
REF-004078,PAY-0013183,CUST-03442,2025-12-22,191.2,service_credit
REF-004079,PAY-0000314,CUST-04253,2025-09-10,55.01,customer_request
REF-004080,PAY-0018569,CUST-01928,2025-12-21,202.08,customer_request
REF-004081,PAY-0030005,CUST-00354,2025-02-21,378.17,fraud_adjustment
REF-004082,PAY-0015394,CUST-03468,2025-08-20,72.85,customer_request
REF-004083,PAY-0019617,CUST-00478,2025-10-27,51.57,customer_request
REF-004084,PAY-0010583,CUST-04527,2025-02-24,22.19,fraud_adjustment
REF-004085,PAY-0018237,CUST-00187,2025-10-24,23.77,customer_request
REF-004086,PAY-0040537,CUST-01301,2025-09-16,43.09,customer_request
REF-004087,PAY-0014539,CUST-03875,2025-11-24,3.88,customer_request
REF-004088,PAY-0008848,CUST-01384,2025-03-11,140.01,customer_request
REF-004089,PAY-0036378,CUST-03817,2025-01-18,90.46,service_credit
REF-004090,PAY-0008184,CUST-04582,2025-09-06,174.26,fraud_adjustment
REF-004091,PAY-0045155,CUST-01714,2025-07-22,89.61,customer_request
REF-004092,PAY-0035062,CUST-03703,2025-12-07,96.57,customer_request
REF-004093,PAY-0031360,CUST-04761,2025-10-15,161.4,customer_request
REF-004094,PAY-0039464,CUST-03685,2025-02-03,87.7,customer_request
REF-004095,PAY-0033959,CUST-03002,2025-12-31,22.17,customer_request
REF-004096,PAY-0024333,CUST-00766,2025-11-17,29.74,customer_request
REF-004097,PAY-0017082,CUST-00653,2025-10-31,157.64,customer_request
REF-004098,PAY-0006216,CUST-04612,2025-02-27,181.3,customer_request
REF-004099,PAY-0022049,CUST-03020,2025-09-26,84.54,customer_request
REF-004100,PAY-0021541,CUST-00180,2025-03-27,47.86,customer_request
REF-004101,PAY-0022372,CUST-02724,2025-05-09,45.71,service_credit
REF-004102,PAY-0013557,CUST-02000,2025-11-14,202.69,customer_request
REF-004103,PAY-0027858,CUST-01632,2025-11-12,84.28,service_credit
REF-004104,PAY-0031778,CUST-00858,2025-10-18,37.43,service_credit
REF-004105,PAY-0026580,CUST-04148,2025-05-21,41.5,customer_request
REF-004106,PAY-0017550,CUST-04436,2025-11-23,48.11,customer_request
REF-004107,PAY-0032584,CUST-00269,2025-01-29,93.98,customer_request
REF-004108,PAY-0036265,CUST-00754,2025-02-26,52.07,customer_request
REF-004109,PAY-0046395,CUST-02862,2025-04-14,234.3,customer_request
REF-004110,PAY-0043866,CUST-01532,2025-11-12,104.61,service_credit
REF-004111,PAY-0012324,CUST-01601,2025-08-14,47.12,customer_request
REF-004112,PAY-0013265,CUST-03915,2025-05-18,7.69,fraud_adjustment
REF-004113,PAY-0008115,CUST-04348,2025-06-07,25.15,customer_request
REF-004114,PAY-0027040,CUST-03851,2025-03-29,28.52,customer_request
REF-004115,PAY-0028492,CUST-04491,2025-05-30,179.01,customer_request
REF-004116,PAY-0046285,CUST-02284,2025-05-15,85.15,customer_request
REF-004117,PAY-0009163,CUST-04379,2025-08-15,35.9,customer_request
REF-004118,PAY-0022620,CUST-03708,2025-11-18,50.06,customer_request
REF-004119,PAY-0035687,CUST-01723,2025-01-22,52.68,service_credit
REF-004120,PAY-0024443,CUST-02230,2025-03-02,190.65,service_credit
REF-004121,PAY-0045910,CUST-04461,2025-03-17,96.17,fraud_adjustment
REF-004122,PAY-0028316,CUST-03801,2025-01-28,162.89,customer_request
REF-004123,PAY-0022121,CUST-00042,2025-02-27,93.05,customer_request
REF-004124,PAY-0037168,CUST-01032,2025-02-22,108.16,customer_request
REF-004125,PAY-0038087,CUST-02246,2025-01-30,82.92,customer_request
REF-004126,PAY-0040245,CUST-02696,2025-01-10,54.23,customer_request
REF-004127,PAY-0035704,CUST-03342,2025-05-04,120.18,customer_request
REF-004128,PAY-0020836,CUST-04657,2025-08-05,13.35,service_credit
REF-004129,PAY-0031265,CUST-03977,2025-09-16,153.9,customer_request
REF-004130,PAY-0031944,CUST-02503,2025-12-29,117.6,customer_request
REF-004131,PAY-0014234,CUST-02558,2025-04-12,183.04,fraud_adjustment
REF-004132,PAY-0008184,CUST-04267,2025-11-26,11.52,customer_request
REF-004133,PAY-0028941,CUST-03925,2025-07-22,27.45,service_credit
REF-004134,PAY-0000725,CUST-04804,2025-12-28,38.26,customer_request
REF-004135,PAY-0024489,CUST-01648,2025-09-03,88.45,customer_request
REF-004136,PAY-0030568,CUST-03681,2025-12-14,115.09,customer_request
REF-004137,PAY-0000374,CUST-01284,2025-05-30,297.81,customer_request
REF-004138,PAY-0010220,CUST-03969,2025-03-21,52.85,customer_request
REF-004139,PAY-0037186,CUST-01785,2025-10-31,154.62,customer_request
REF-004140,PAY-0009410,CUST-00577,2025-05-06,34.97,customer_request
REF-004141,PAY-0016343,CUST-00689,2025-08-16,123.46,fraud_adjustment
REF-004142,PAY-0031794,CUST-02926,2025-10-14,26.77,customer_request
REF-004143,PAY-0003966,CUST-02143,2025-01-02,121.54,service_credit
REF-004144,PAY-0028074,CUST-00591,2025-07-17,147.94,customer_request
REF-004145,PAY-0011167,CUST-02061,2025-11-26,324.96,service_credit
REF-004146,PAY-0021361,CUST-00279,2025-10-24,109.23,service_credit
REF-004147,PAY-0013455,CUST-01534,2025-09-13,20.05,customer_request
REF-004148,PAY-0039276,CUST-03802,2025-10-28,121.79,service_credit
REF-004149,PAY-0003153,CUST-03449,2025-10-04,133.53,customer_request
REF-004150,PAY-0010734,CUST-04186,2025-12-28,127.73,customer_request
REF-004151,PAY-0012725,CUST-04854,2025-03-21,99.18,customer_request
REF-004152,PAY-0037551,CUST-04486,2025-11-09,83.93,service_credit
REF-004153,PAY-0036579,CUST-04251,2025-08-24,68.84,service_credit
REF-004154,PAY-0037425,CUST-01040,2025-03-25,63.82,customer_request
REF-004155,PAY-0004801,CUST-00514,2025-07-05,119.96,customer_request
REF-004156,PAY-0010306,CUST-00585,2025-08-04,157.34,customer_request
REF-004157,PAY-0007728,CUST-04525,2025-09-21,435.65,service_credit
REF-004158,PAY-0032219,CUST-03781,2025-08-28,116.57,customer_request
REF-004159,PAY-0020715,CUST-01657,2025-12-31,57.6,fraud_adjustment
REF-004160,PAY-0044522,CUST-03661,2025-10-01,109.29,fraud_adjustment
REF-004161,PAY-0008558,CUST-01962,2025-07-22,40.13,customer_request
REF-004162,PAY-0038241,CUST-04930,2025-01-24,108.32,customer_request
REF-004163,PAY-0015995,CUST-03160,2025-05-20,23.53,customer_request
REF-004164,PAY-0020718,CUST-03542,2025-08-24,39.68,customer_request
REF-004165,PAY-0036558,CUST-00779,2025-09-26,35.53,customer_request
REF-004166,PAY-0041598,CUST-01287,2025-09-03,94.17,customer_request
REF-004167,PAY-0019066,CUST-01453,2025-08-04,22.5,fraud_adjustment
REF-004168,PAY-0014993,CUST-03572,2025-05-05,221.83,customer_request
REF-004169,PAY-0040990,CUST-00318,2025-04-14,67.94,customer_request
REF-004170,PAY-0044518,CUST-04179,2025-06-03,44.7,service_credit
REF-004171,PAY-0001439,CUST-02170,2025-09-30,359.25,fraud_adjustment
REF-004172,PAY-0021081,CUST-03698,2025-03-08,245.34,customer_request
REF-004173,PAY-0029114,CUST-04025,2025-09-12,311.61,customer_request
REF-004174,PAY-0000641,CUST-01962,2025-10-19,130.09,customer_request
REF-004175,PAY-0036399,CUST-04289,2025-07-05,119.09,customer_request
REF-004176,PAY-0031463,CUST-04718,2025-06-28,42.56,customer_request
REF-004177,PAY-0045809,CUST-02953,2025-02-22,2.94,customer_request
REF-004178,PAY-0026795,CUST-00703,2025-01-06,168.46,customer_request
REF-004179,PAY-0015998,CUST-04361,2025-09-06,47.74,customer_request
REF-004180,PAY-0044873,CUST-00643,2025-04-15,24.22,customer_request
REF-004181,PAY-0022943,CUST-00628,2025-08-18,156.17,service_credit
REF-004182,PAY-0030012,CUST-02190,2025-11-14,42.89,customer_request
REF-004183,PAY-0015971,CUST-00539,2025-08-08,11.94,service_credit
REF-004184,PAY-0020189,CUST-04392,2025-05-06,117.94,customer_request
REF-004185,PAY-0027613,CUST-03440,2025-07-15,471.05,customer_request
REF-004186,PAY-0024268,CUST-04843,2025-08-28,148.49,service_credit
REF-004187,PAY-0041302,CUST-02162,2025-07-19,93.85,service_credit
REF-004188,PAY-0007745,CUST-00660,2025-02-06,25.73,service_credit
REF-004189,PAY-0004496,CUST-00120,2025-08-04,107.66,customer_request
REF-004190,PAY-0033668,CUST-03384,2025-04-26,39.64,service_credit
REF-004191,PAY-0043588,CUST-01650,2025-09-01,259.12,customer_request
REF-004192,PAY-0046878,CUST-00289,2025-07-05,247.58,customer_request
REF-004193,PAY-0004334,CUST-04990,2025-02-17,60.69,service_credit
REF-004194,PAY-0023519,CUST-03986,2025-09-12,40.21,customer_request
REF-004195,PAY-0003668,CUST-01374,2025-07-12,340.71,customer_request
REF-004196,PAY-0002418,CUST-02846,2025-05-23,280.22,customer_request
REF-004197,PAY-0013995,CUST-00459,2025-01-29,61.13,customer_request
REF-004198,PAY-0037080,CUST-03784,2025-11-29,77.35,customer_request
REF-004199,PAY-0041712,CUST-03941,2025-04-08,168.43,customer_request
REF-004200,PAY-0039931,CUST-03291,2025-03-15,34.76,customer_request
REF-004201,PAY-0007886,CUST-00986,2025-07-29,260.19,customer_request
REF-004202,PAY-0001896,CUST-00467,2025-07-29,162.02,fraud_adjustment
REF-004203,PAY-0011385,CUST-00792,2025-02-28,13.29,service_credit
REF-004204,PAY-0000816,CUST-04900,2025-05-28,43.35,customer_request
REF-004205,PAY-0033914,CUST-04084,2025-01-18,106.96,fraud_adjustment
REF-004206,PAY-0014343,CUST-02586,2025-04-20,79.13,fraud_adjustment
REF-004207,PAY-0018427,CUST-04148,2025-10-07,40.08,customer_request
REF-004208,PAY-0013652,CUST-03577,2025-06-11,68.21,service_credit
REF-004209,PAY-0002772,CUST-04051,2025-12-15,12.98,customer_request
REF-004210,PAY-0046711,CUST-02968,2025-04-12,27.92,customer_request
REF-004211,PAY-0038923,CUST-00397,2025-03-22,30.79,customer_request
REF-004212,PAY-0015465,CUST-04112,2025-02-26,5.48,customer_request
REF-004213,PAY-0010529,CUST-00770,2025-11-16,41.99,fraud_adjustment
REF-004214,PAY-0037188,CUST-02993,2025-05-06,62.12,customer_request
REF-004215,PAY-0000264,CUST-00729,2025-07-17,62.35,fraud_adjustment
REF-004216,PAY-0029502,CUST-04956,2025-08-26,305.42,customer_request
REF-004217,PAY-0015399,CUST-04733,2025-11-25,59.9,customer_request
REF-004218,PAY-0039845,CUST-04216,2025-06-10,58.93,customer_request
REF-004219,PAY-0038301,CUST-00631,2025-11-10,65.96,service_credit
REF-004220,PAY-0002026,CUST-04100,2025-06-30,115.49,service_credit
REF-004221,PAY-0015807,CUST-02500,2025-06-24,174.5,customer_request
REF-004222,PAY-0033070,CUST-04336,2025-11-06,237.6,customer_request
REF-004223,PAY-0026967,CUST-02734,2025-08-08,59.95,customer_request
REF-004224,PAY-0041199,CUST-03886,2025-09-09,424.29,customer_request
REF-004225,PAY-0024145,CUST-02105,2025-03-22,347.47,customer_request
REF-004226,PAY-0019545,CUST-03027,2025-12-02,42.5,customer_request
REF-004227,PAY-0003305,CUST-01541,2025-07-16,52.78,customer_request
REF-004228,PAY-0029118,CUST-01370,2025-02-13,92.41,customer_request
REF-004229,PAY-0034628,CUST-04536,2025-10-20,147.18,customer_request
REF-004230,PAY-0037379,CUST-03757,2025-10-23,442.78,customer_request
REF-004231,PAY-0031638,CUST-03490,2025-05-08,77.28,service_credit
REF-004232,PAY-0015392,CUST-02138,2025-09-14,59.38,service_credit
REF-004233,PAY-0036872,CUST-03492,2025-11-17,66.83,fraud_adjustment
REF-004234,PAY-0041740,CUST-02766,2025-01-29,78.95,customer_request
