ticket_id,customer_id,created_at,priority,status,first_response_at,resolved_at
TCK-0015131,CUST-04412,2025-08-16,low,open,2025-08-16 04:47:00,2025-08-18 23:37:00
TCK-0015132,CUST-04730,2025-01-17,high,resolved,2025-01-17 04:13:00,2025-01-20 00:34:00
TCK-0015133,CUST-03777,2025-05-27,high,resolved,2025-05-27 00:19:00,2025-05-27 05:31:00
TCK-0015134,CUST-02554,2025-02-04,high,resolved,2025-02-04 01:25:00,2025-02-06 11:19:00
TCK-0015135,CUST-02939,2025-03-01,low,open,2025-03-01 04:54:00,2025-03-04 14:40:00
TCK-0015136,CUST-01492,2025-12-01,high,resolved,2025-12-01 05:02:00,2025-12-01 21:47:00
TCK-0015137,CUST-02677,2025-08-01,medium,resolved,2025-08-01 02:19:00,2025-08-02 06:26:00
TCK-0015138,CUST-01722,2025-12-20,low,resolved,2025-12-20 02:54:00,2025-12-20 03:11:00
TCK-0015139,CUST-02024,2025-01-25,medium,resolved,2025-01-25 05:14:00,2025-01-26 03:50:00
TCK-0015140,CUST-00676,2025-10-11,high,resolved,2025-10-11 02:46:00,2025-10-14 04:52:00
TCK-0015141,CUST-04491,2025-06-13,low,resolved,2025-06-13 01:39:00,2025-06-16 22:50:00
TCK-0015142,CUST-04573,2025-02-12,medium,resolved,2025-02-12 03:17:00,2025-02-14 05:57:00
TCK-0015143,CUST-02425,2025-03-07,low,resolved,2025-03-07 05:02:00,2025-03-09 00:16:00
TCK-0015144,CUST-00475,2025-09-23,critical,open,2025-09-23 04:49:00,2025-09-23 06:27:00
TCK-0015145,CUST-02171,2025-07-12,low,resolved,2025-07-12 00:49:00,2025-07-13 08:09:00
TCK-0015146,CUST-04050,2025-08-12,high,resolved,2025-08-12 00:54:00,2025-08-12 04:29:00
TCK-0015147,CUST-00879,2025-09-27,low,resolved,2025-09-27 00:59:00,2025-09-30 11:51:00
TCK-0015148,CUST-01211,2025-07-19,low,resolved,2025-07-19 05:06:00,2025-07-20 14:35:00
TCK-0015149,CUST-00705,2025-04-30,high,resolved,2025-04-30 03:27:00,2025-05-01 23:46:00
TCK-0015150,CUST-04750,2025-05-21,low,open,2025-05-21 00:11:00,2025-05-22 08:38:00
TCK-0015151,CUST-04912,2025-10-08,high,resolved,2025-10-08 04:58:00,2025-10-11 08:26:00
TCK-0015152,CUST-01202,2025-12-24,low,resolved,2025-12-24 01:23:00,2025-12-27 07:05:00
TCK-0015153,CUST-02420,2025-11-16,low,resolved,2025-11-16 03:29:00,2025-11-20 01:50:00
TCK-0015154,CUST-02195,2025-11-20,high,resolved,2025-11-20 02:42:00,2025-11-22 03:12:00
TCK-0015155,CUST-02069,2025-06-16,medium,resolved,2025-06-16 04:58:00,2025-06-17 21:14:00
TCK-0015156,CUST-04919,2025-05-17,high,resolved,2025-05-17 01:30:00,2025-05-20 12:54:00
TCK-0015157,CUST-02165,2025-12-31,medium,open,2025-12-31 02:53:00,2026-01-01 08:22:00
TCK-0015158,CUST-03096,2025-06-16,low,resolved,2025-06-16 03:31:00,2025-06-16 22:57:00
TCK-0015159,CUST-00709,2025-12-28,medium,resolved,2025-12-28 00:22:00,2025-12-30 14:49:00
TCK-0015160,CUST-00175,2025-10-16,medium,resolved,2025-10-16 03:43:00,2025-10-18 19:58:00
TCK-0015161,CUST-02625,2025-05-10,low,resolved,2025-05-10 01:25:00,2025-05-12 11:22:00
TCK-0015162,CUST-02798,2025-10-14,medium,resolved,2025-10-14 05:00:00,2025-10-16 12:05:00
TCK-0015163,CUST-03069,2025-07-23,low,resolved,2025-07-23 01:58:00,2025-07-26 10:55:00
TCK-0015164,CUST-04127,2025-12-05,low,resolved,2025-12-05 05:19:00,2025-12-07 21:42:00
TCK-0015165,CUST-00268,2025-10-18,low,resolved,2025-10-18 00:52:00,2025-10-18 22:37:00
TCK-0015166,CUST-03929,2025-07-25,low,resolved,2025-07-25 05:04:00,2025-07-25 04:38:00
TCK-0015167,CUST-03465,2025-03-31,high,resolved,2025-03-31 03:36:00,2025-04-03 07:35:00
TCK-0015168,CUST-01726,2025-01-07,high,resolved,2025-01-07 03:59:00,2025-01-09 22:17:00
TCK-0015169,CUST-03069,2025-09-17,high,resolved,2025-09-17 00:39:00,2025-09-17 10:50:00
TCK-0015170,CUST-00696,2025-05-03,low,open,2025-05-03 04:30:00,2025-05-03 11:38:00
TCK-0015171,CUST-01260,2025-12-26,medium,open,2025-12-26 05:54:00,2025-12-28 17:01:00
TCK-0015172,CUST-03678,2025-02-03,low,resolved,2025-02-03 00:13:00,2025-02-06 12:20:00
TCK-0015173,CUST-04195,2025-04-01,low,resolved,2025-04-01 03:00:00,2025-04-03 14:56:00
TCK-0015174,CUST-01478,2025-08-06,low,resolved,2025-08-06 04:11:00,2025-08-09 06:00:00
TCK-0015175,CUST-00808,2025-08-08,medium,resolved,2025-08-08 05:52:00,2025-08-11 02:20:00
TCK-0015176,CUST-03001,2025-11-26,low,resolved,2025-11-26 02:15:00,2025-11-30 01:05:00
TCK-0015177,CUST-01634,2025-03-17,low,resolved,2025-03-17 02:01:00,2025-03-20 21:26:00
TCK-0015178,CUST-02672,2025-12-03,low,resolved,2025-12-03 04:23:00,2025-12-04 01:53:00
TCK-0015179,CUST-00297,2025-11-10,low,resolved,2025-11-10 01:52:00,2025-11-10 22:59:00
TCK-0015180,CUST-03052,2025-06-18,high,resolved,2025-06-18 01:09:00,2025-06-20 07:34:00
TCK-0015181,CUST-03829,2025-12-17,low,open,2025-12-17 02:17:00,2025-12-20 01:20:00
TCK-0015182,CUST-02764,2025-01-04,low,resolved,2025-01-04 00:15:00,2025-01-08 01:36:00
TCK-0015183,CUST-00445,2025-03-19,medium,resolved,2025-03-19 05:51:00,2025-03-22 12:59:00
TCK-0015184,CUST-00448,2025-10-02,low,open,2025-10-02 05:19:00,2025-10-06 03:35:00
TCK-0015185,CUST-00633,2025-07-09,low,resolved,2025-07-09 01:23:00,2025-07-09 20:36:00
TCK-0015186,CUST-02006,2025-05-02,medium,resolved,2025-05-02 05:39:00,2025-05-02 21:26:00
TCK-0015187,CUST-00330,2025-01-22,low,resolved,2025-01-22 04:08:00,2025-01-22 06:48:00
TCK-0015188,CUST-04937,2025-10-01,medium,resolved,2025-10-01 00:38:00,2025-10-04 12:29:00
TCK-0015189,CUST-00828,2025-10-04,medium,resolved,2025-10-04 05:19:00,2025-10-06 19:53:00
TCK-0015190,CUST-00090,2025-04-22,low,resolved,2025-04-22 05:00:00,2025-04-24 18:36:00
TCK-0015191,CUST-03469,2025-07-04,medium,resolved,2025-07-04 00:17:00,2025-07-07 03:29:00
TCK-0015192,CUST-01568,2025-07-27,high,open,2025-07-27 01:05:00,2025-07-27 11:20:00
TCK-0015193,CUST-02417,2025-04-12,medium,resolved,2025-04-12 01:00:00,2025-04-14 10:58:00
TCK-0015194,CUST-00047,2025-10-27,low,resolved,2025-10-27 03:15:00,2025-10-29 10:39:00
TCK-0015195,CUST-04107,2025-01-18,high,resolved,2025-01-18 02:44:00,2025-01-22 01:18:00
TCK-0015196,CUST-00617,2025-04-20,low,resolved,2025-04-20 04:46:00,2025-04-22 01:42:00
TCK-0015197,CUST-04494,2025-11-02,low,resolved,2025-11-02 03:06:00,2025-11-03 20:59:00
TCK-0015198,CUST-04189,2025-09-19,low,resolved,2025-09-19 01:43:00,2025-09-22 23:51:00
TCK-0015199,CUST-04818,2025-02-07,medium,resolved,2025-02-07 03:46:00,2025-02-08 09:55:00
TCK-0015200,CUST-02260,2025-06-13,low,resolved,2025-06-13 02:01:00,2025-06-16 23:59:00
TCK-0015201,CUST-04419,2025-12-11,high,resolved,2025-12-11 02:47:00,2025-12-13 16:33:00
TCK-0015202,CUST-02498,2025-10-16,low,resolved,2025-10-16 05:32:00,2025-10-17 00:33:00
TCK-0015203,CUST-00663,2025-05-20,medium,resolved,2025-05-20 00:52:00,2025-05-20 13:03:00
TCK-0015204,CUST-04810,2025-09-12,high,resolved,2025-09-12 00:39:00,2025-09-16 00:47:00
TCK-0015205,CUST-01848,2025-08-20,medium,resolved,2025-08-20 05:35:00,2025-08-20 11:01:00
TCK-0015206,CUST-01897,2025-02-09,medium,resolved,2025-02-09 01:41:00,2025-02-10 13:23:00
TCK-0015207,CUST-04703,2025-08-21,low,resolved,2025-08-21 02:52:00,2025-08-22 19:51:00
TCK-0015208,CUST-00208,2025-08-12,medium,resolved,2025-08-12 04:26:00,2025-08-12 01:17:00
TCK-0015209,CUST-00214,2025-02-25,low,resolved,2025-02-25 02:38:00,2025-03-01 01:07:00
TCK-0015210,CUST-02687,2025-01-19,medium,resolved,2025-01-19 01:15:00,2025-01-21 23:14:00
TCK-0015211,CUST-03591,2025-09-09,medium,resolved,2025-09-09 04:51:00,2025-09-12 05:11:00
TCK-0015212,CUST-04716,2025-05-12,low,resolved,2025-05-12 00:07:00,2025-05-13 12:39:00
TCK-0015213,CUST-01967,2025-03-02,high,resolved,2025-03-02 04:09:00,2025-03-02 22:34:00
TCK-0015214,CUST-03259,2025-04-20,high,resolved,2025-04-20 03:45:00,2025-04-20 03:20:00
TCK-0015215,CUST-01032,2025-06-09,low,open,2025-06-09 00:20:00,2025-06-09 08:08:00
TCK-0015216,CUST-00454,2025-04-29,high,resolved,2025-04-29 05:31:00,2025-04-30 05:27:00
TCK-0015217,CUST-01422,2025-04-20,medium,resolved,2025-04-20 04:49:00,2025-04-20 20:33:00
TCK-0015218,CUST-01884,2025-06-18,medium,resolved,2025-06-18 03:19:00,2025-06-20 12:27:00
TCK-0015219,CUST-04662,2025-05-24,low,resolved,2025-05-24 01:59:00,2025-05-28 02:15:00
TCK-0015220,CUST-04311,2025-11-08,medium,resolved,2025-11-08 01:36:00,2025-11-09 06:21:00
TCK-0015221,CUST-02219,2025-03-05,high,resolved,2025-03-05 02:31:00,2025-03-07 21:09:00
TCK-0015222,CUST-03233,2025-05-11,medium,resolved,2025-05-11 01:26:00,2025-05-11 20:54:00
TCK-0015223,CUST-04731,2025-03-06,low,open,2025-03-06 04:20:00,2025-03-09 13:18:00
TCK-0015224,CUST-03779,2025-01-21,low,resolved,2025-01-21 05:56:00,2025-01-23 13:14:00
TCK-0015225,CUST-03772,2025-05-08,low,resolved,2025-05-08 05:48:00,2025-05-08 03:00:00
TCK-0015226,CUST-01316,2025-07-02,high,resolved,2025-07-02 01:30:00,2025-07-03 21:21:00
TCK-0015227,CUST-03667,2025-12-18,low,resolved,2025-12-18 02:50:00,2025-12-21 10:16:00
TCK-0015228,CUST-02867,2025-08-20,high,resolved,2025-08-20 03:12:00,2025-08-21 16:43:00
TCK-0015229,CUST-03933,2025-03-21,medium,resolved,2025-03-21 03:05:00,2025-03-21 08:05:00
TCK-0015230,CUST-03895,2025-01-10,medium,resolved,2025-01-10 02:09:00,2025-01-12 19:53:00
TCK-0015231,CUST-01890,2025-12-24,low,resolved,2025-12-24 04:37:00,2025-12-25 01:40:00
TCK-0015232,CUST-00615,2025-04-23,low,resolved,2025-04-23 00:31:00,2025-04-26 11:19:00
TCK-0015233,CUST-03619,2025-05-10,high,open,2025-05-10 03:42:00,2025-05-14 01:55:00
TCK-0015234,CUST-04344,2025-12-30,medium,resolved,2025-12-30 00:27:00,2025-12-30 20:26:00
TCK-0015235,CUST-03895,2025-11-02,low,resolved,2025-11-02 01:16:00,2025-11-05 00:11:00
TCK-0015236,CUST-00668,2025-08-03,medium,open,2025-08-03 02:55:00,2025-08-04 02:54:00
TCK-0015237,CUST-00405,2025-05-10,low,resolved,2025-05-10 00:42:00,2025-05-12 13:45:00
TCK-0015238,CUST-04004,2025-04-03,low,resolved,2025-04-03 01:05:00,2025-04-03 11:22:00
TCK-0015239,CUST-02355,2025-09-20,medium,resolved,2025-09-20 04:14:00,2025-09-21 21:05:00
TCK-0015240,CUST-03093,2025-03-30,low,resolved,2025-03-30 04:09:00,2025-04-02 23:42:00
TCK-0015241,CUST-01414,2025-02-13,low,resolved,2025-02-13 02:46:00,2025-02-14 19:31:00
TCK-0015242,CUST-04600,2025-07-15,low,resolved,2025-07-15 03:39:00,2025-07-16 12:15:00
TCK-0015243,CUST-00292,2025-01-07,high,resolved,2025-01-07 03:57:00,2025-01-09 04:13:00
TCK-0015244,CUST-03280,2025-07-04,medium,resolved,2025-07-04 03:20:00,2025-07-07 20:34:00
TCK-0015245,CUST-00474,2025-03-31,high,resolved,2025-03-31 05:21:00,2025-04-01 12:45:00
TCK-0015246,CUST-01088,2025-05-26,low,resolved,2025-05-26 02:46:00,2025-05-28 19:19:00
TCK-0015247,CUST-00067,2025-05-08,low,resolved,2025-05-08 02:15:00,2025-05-11 19:14:00
TCK-0015248,CUST-04242,2025-06-18,low,resolved,2025-06-18 01:25:00,2025-06-20 08:49:00
TCK-0015249,CUST-00495,2025-05-06,high,open,2025-05-06 01:52:00,2025-05-09 19:41:00
TCK-0015250,CUST-03598,2025-01-11,low,resolved,2025-01-11 05:04:00,2025-01-14 13:36:00
TCK-0015251,CUST-03657,2025-10-18,medium,resolved,2025-10-18 00:20:00,2025-10-21 09:09:00
TCK-0015252,CUST-02408,2025-09-08,medium,resolved,2025-09-08 02:29:00,2025-09-08 12:03:00
TCK-0015253,CUST-02123,2025-11-21,low,resolved,2025-11-21 05:55:00,2025-11-24 09:31:00
TCK-0015254,CUST-00824,2025-02-27,medium,resolved,2025-02-27 05:56:00,2025-03-02 14:40:00
TCK-0015255,CUST-02202,2025-02-11,medium,resolved,2025-02-11 04:18:00,2025-02-14 00:59:00
TCK-0015256,CUST-02323,2025-08-24,high,resolved,2025-08-24 03:00:00,2025-08-27 09:54:00
TCK-0015257,CUST-01814,2025-04-13,medium,resolved,2025-04-13 01:54:00,2025-04-15 20:47:00
TCK-0015258,CUST-03301,2025-08-02,low,resolved,2025-08-02 00:53:00,2025-08-05 17:07:00
TCK-0015259,CUST-02381,2025-04-22,low,resolved,2025-04-22 05:06:00,2025-04-23 13:55:00
TCK-0015260,CUST-03590,2025-03-19,high,open,2025-03-19 05:22:00,2025-03-22 11:38:00
TCK-0015261,CUST-04407,2025-10-09,low,resolved,2025-10-09 01:48:00,2025-10-10 07:54:00
TCK-0015262,CUST-03660,2025-01-29,medium,resolved,2025-01-29 03:55:00,2025-01-31 18:13:00
TCK-0015263,CUST-00525,2025-04-02,high,open,2025-04-02 02:23:00,2025-04-04 06:30:00
TCK-0015264,CUST-04297,2025-12-12,low,resolved,2025-12-12 04:31:00,2025-12-15 22:41:00
TCK-0015265,CUST-02770,2025-08-19,medium,resolved,2025-08-19 02:37:00,2025-08-23 02:51:00
TCK-0015266,CUST-03721,2025-10-20,medium,resolved,2025-10-20 00:40:00,2025-10-21 20:35:00
TCK-0015267,CUST-04195,2025-09-02,medium,resolved,2025-09-02 05:12:00,2025-09-04 11:41:00
TCK-0015268,CUST-04051,2025-07-10,low,resolved,2025-07-10 01:07:00,2025-07-10 16:40:00
TCK-0015269,CUST-00852,2025-03-16,medium,resolved,2025-03-16 05:30:00,2025-03-18 12:43:00
TCK-0015270,CUST-01234,2025-09-13,low,resolved,2025-09-13 03:21:00,2025-09-13 21:30:00
TCK-0015271,CUST-04866,2025-05-14,critical,resolved,2025-05-14 04:28:00,2025-05-16 22:47:00
TCK-0015272,CUST-01208,2025-01-12,low,resolved,2025-01-12 00:07:00,2025-01-13 16:48:00
TCK-0015273,CUST-02933,2025-03-21,medium,resolved,2025-03-21 01:48:00,2025-03-22 00:46:00
TCK-0015274,CUST-04473,2025-08-31,medium,resolved,2025-08-31 04:14:00,2025-08-31 02:32:00
TCK-0015275,CUST-03402,2025-04-09,low,resolved,2025-04-09 05:49:00,2025-04-10 02:17:00
TCK-0015276,CUST-02963,2025-01-19,medium,resolved,2025-01-19 00:40:00,2025-01-23 02:21:00
TCK-0015277,CUST-03260,2025-02-27,low,resolved,2025-02-27 05:59:00,2025-03-02 07:53:00
TCK-0015278,CUST-01766,2025-04-05,medium,resolved,2025-04-05 03:56:00,2025-04-07 18:18:00
TCK-0015279,CUST-01446,2025-07-06,medium,resolved,2025-07-06 00:11:00,2025-07-07 14:54:00
TCK-0015280,CUST-02002,2025-09-24,critical,resolved,2025-09-24 00:50:00,2025-09-25 00:09:00
TCK-0015281,CUST-03724,2025-05-10,medium,resolved,2025-05-10 04:50:00,2025-05-11 08:11:00
TCK-0015282,CUST-01020,2025-11-29,medium,resolved,2025-11-29 00:08:00,2025-12-02 04:56:00
TCK-0015283,CUST-01978,2025-08-04,low,open,2025-08-04 00:32:00,2025-08-06 13:51:00
TCK-0015284,CUST-02965,2025-06-07,low,resolved,2025-06-07 01:29:00,2025-06-09 01:02:00
TCK-0015285,CUST-01037,2025-04-26,high,open,2025-04-26 04:26:00,2025-04-29 17:27:00
TCK-0015286,CUST-02517,2025-10-27,high,resolved,2025-10-27 00:33:00,2025-10-30 01:17:00
TCK-0015287,CUST-00388,2025-09-14,low,open,2025-09-14 00:48:00,2025-09-14 04:54:00
TCK-0015288,CUST-04632,2025-07-12,low,open,2025-07-12 05:05:00,2025-07-14 10:49:00
TCK-0015289,CUST-01882,2025-12-10,low,resolved,2025-12-10 01:46:00,2025-12-11 14:22:00
TCK-0015290,CUST-02235,2025-04-24,high,resolved,2025-04-24 02:59:00,2025-04-25 00:25:00
TCK-0015291,CUST-01632,2025-09-20,medium,resolved,2025-09-20 00:36:00,2025-09-23 22:53:00
TCK-0015292,CUST-03434,2025-02-17,high,open,2025-02-17 04:31:00,2025-02-20 03:23:00
TCK-0015293,CUST-00870,2025-05-05,high,resolved,2025-05-05 01:07:00,2025-05-07 22:18:00
TCK-0015294,CUST-03756,2025-03-14,medium,resolved,2025-03-14 03:01:00,2025-03-17 03:49:00
TCK-0015295,CUST-02584,2025-05-26,medium,resolved,2025-05-26 02:28:00,2025-05-29 19:04:00
TCK-0015296,CUST-01476,2025-01-09,high,resolved,2025-01-09 01:19:00,2025-01-10 20:15:00
TCK-0015297,CUST-03678,2025-11-13,medium,open,2025-11-13 05:24:00,2025-11-13 21:53:00
TCK-0015298,CUST-00980,2025-05-09,medium,resolved,2025-05-09 02:22:00,2025-05-12 06:29:00
TCK-0015299,CUST-02119,2025-01-17,high,resolved,2025-01-17 03:52:00,2025-01-20 02:05:00
TCK-0015300,CUST-01839,2025-08-23,high,resolved,2025-08-23 03:07:00,2025-08-24 16:17:00
TCK-0015301,CUST-00953,2025-12-18,medium,open,2025-12-18 01:18:00,2025-12-20 09:59:00
TCK-0015302,CUST-01869,2025-04-28,high,resolved,2025-04-28 02:49:00,2025-05-01 17:37:00
TCK-0015303,CUST-03801,2025-03-19,low,resolved,2025-03-19 01:01:00,2025-03-19 18:52:00
TCK-0015304,CUST-04945,2025-06-18,medium,resolved,2025-06-18 00:34:00,2025-06-21 01:13:00
TCK-0015305,CUST-04129,2025-11-09,low,resolved,2025-11-09 04:27:00,2025-11-09 21:57:00
TCK-0015306,CUST-00421,2025-02-09,high,resolved,2025-02-09 01:44:00,2025-02-10 10:09:00
TCK-0015307,CUST-03090,2025-10-11,high,resolved,2025-10-11 05:28:00,2025-10-14 00:54:00
TCK-0015308,CUST-01127,2025-05-21,low,resolved,2025-05-21 03:31:00,2025-05-22 22:16:00
TCK-0015309,CUST-01175,2025-08-29,medium,resolved,2025-08-29 05:32:00,2025-08-29 19:12:00
TCK-0015310,CUST-04153,2025-09-27,high,resolved,2025-09-27 00:20:00,2025-09-30 14:28:00
TCK-0015311,CUST-02268,2025-01-25,medium,resolved,2025-01-25 04:44:00,2025-01-25 10:09:00
TCK-0015312,CUST-03283,2025-10-22,medium,resolved,2025-10-22 03:10:00,2025-10-23 17:41:00
TCK-0015313,CUST-02470,2025-10-22,medium,resolved,2025-10-22 03:11:00,2025-10-25 09:18:00
TCK-0015314,CUST-03371,2025-02-21,low,resolved,2025-02-21 01:57:00,2025-02-21 16:44:00
TCK-0015315,CUST-03224,2025-11-28,high,open,2025-11-28 03:27:00,2025-11-30 11:35:00
TCK-0015316,CUST-02426,2025-02-05,high,resolved,2025-02-05 05:00:00,2025-02-07 04:47:00
TCK-0015317,CUST-01816,2025-08-18,medium,resolved,2025-08-18 02:25:00,2025-08-20 02:53:00
TCK-0015318,CUST-01719,2025-09-21,low,resolved,2025-09-21 02:54:00,2025-09-24 21:53:00
TCK-0015319,CUST-02896,2025-03-09,low,resolved,2025-03-09 05:01:00,2025-03-09 17:35:00
TCK-0015320,CUST-02202,2025-10-03,high,resolved,2025-10-03 04:57:00,2025-10-06 17:11:00
TCK-0015321,CUST-00703,2025-09-09,low,resolved,2025-09-09 04:17:00,2025-09-10 01:54:00
TCK-0015322,CUST-01252,2025-01-11,medium,resolved,2025-01-11 02:42:00,2025-01-12 21:12:00
TCK-0015323,CUST-04123,2025-05-24,low,open,2025-05-24 04:03:00,2025-05-24 04:27:00
TCK-0015324,CUST-02905,2025-05-14,low,resolved,2025-05-14 02:44:00,2025-05-15 20:15:00
TCK-0015325,CUST-04364,2025-02-07,medium,resolved,2025-02-07 03:03:00,2025-02-09 02:36:00
TCK-0015326,CUST-04370,2025-11-29,medium,resolved,2025-11-29 05:45:00,2025-11-30 17:28:00
TCK-0015327,CUST-01785,2025-05-30,low,resolved,2025-05-30 00:18:00,2025-05-31 20:36:00
TCK-0015328,CUST-02299,2025-10-15,medium,resolved,2025-10-15 01:11:00,2025-10-16 00:46:00
TCK-0015329,CUST-02747,2025-12-15,low,resolved,2025-12-15 01:37:00,2025-12-17 16:00:00
TCK-0015330,CUST-04389,2025-05-28,low,resolved,2025-05-28 04:16:00,2025-05-28 07:54:00
TCK-0015331,CUST-02897,2025-09-10,high,resolved,2025-09-10 03:15:00,2025-09-10 04:13:00
TCK-0015332,CUST-04571,2025-07-22,low,resolved,2025-07-22 04:30:00,2025-07-24 08:58:00
TCK-0015333,CUST-04054,2025-11-30,critical,open,2025-11-30 00:28:00,2025-12-01 01:29:00
TCK-0015334,CUST-00224,2025-01-12,low,open,2025-01-12 02:12:00,2025-01-15 05:09:00
TCK-0015335,CUST-02570,2025-02-27,low,resolved,2025-02-27 01:42:00,2025-03-01 01:43:00
TCK-0015336,CUST-00114,2025-05-04,medium,resolved,2025-05-04 02:48:00,2025-05-05 22:06:00
TCK-0015337,CUST-01400,2025-10-10,medium,resolved,2025-10-10 03:54:00,2025-10-11 12:49:00
TCK-0015338,CUST-03713,2025-10-07,high,resolved,2025-10-07 05:32:00,2025-10-07 13:34:00
TCK-0015339,CUST-02572,2025-10-04,high,resolved,2025-10-04 01:20:00,2025-10-07 12:43:00
TCK-0015340,CUST-03298,2025-06-13,low,open,2025-06-13 02:14:00,2025-06-16 12:00:00
TCK-0015341,CUST-02947,2025-10-08,medium,open,2025-10-08 01:17:00,2025-10-11 02:58:00
TCK-0015342,CUST-02485,2025-05-30,medium,resolved,2025-05-30 00:21:00,2025-05-30 06:05:00
TCK-0015343,CUST-01398,2025-05-28,high,resolved,2025-05-28 05:07:00,2025-05-31 18:25:00
TCK-0015344,CUST-00363,2025-05-20,medium,resolved,2025-05-20 05:33:00,2025-05-23 00:58:00
TCK-0015345,CUST-00805,2025-12-18,low,resolved,2025-12-18 02:55:00,2025-12-21 17:47:00
TCK-0015346,CUST-01644,2025-08-04,high,open,2025-08-04 04:32:00,2025-08-04 05:17:00
TCK-0015347,CUST-02381,2025-11-15,medium,resolved,2025-11-15 00:25:00,2025-11-15 20:48:00
TCK-0015348,CUST-01016,2025-08-15,high,resolved,2025-08-15 04:44:00,2025-08-16 10:21:00
TCK-0015349,CUST-04841,2025-02-09,high,open,2025-02-09 02:25:00,2025-02-12 00:27:00
TCK-0015350,CUST-04175,2025-11-13,low,resolved,2025-11-13 03:36:00,2025-11-16 12:38:00
TCK-0015351,CUST-04374,2025-09-25,low,resolved,2025-09-25 05:54:00,2025-09-27 10:20:00
TCK-0015352,CUST-04333,2025-06-08,low,resolved,2025-06-08 00:54:00,2025-06-09 01:16:00
TCK-0015353,CUST-03900,2025-01-21,medium,resolved,2025-01-21 05:12:00,2025-01-21 18:25:00
TCK-0015354,CUST-00080,2025-03-08,medium,open,2025-03-08 03:32:00,2025-03-09 23:44:00
TCK-0015355,CUST-02808,2025-05-24,medium,resolved,2025-05-24 03:29:00,2025-05-25 06:02:00
TCK-0015356,CUST-02584,2025-05-14,low,resolved,2025-05-14 01:43:00,2025-05-17 06:14:00
TCK-0015357,CUST-00443,2025-03-31,low,resolved,2025-03-31 02:54:00,2025-03-31 13:14:00
TCK-0015358,CUST-04307,2025-10-07,medium,resolved,2025-10-07 03:58:00,2025-10-10 04:49:00
TCK-0015359,CUST-00179,2025-10-18,low,resolved,2025-10-18 01:30:00,2025-10-18 03:15:00
TCK-0015360,CUST-00286,2025-08-28,low,resolved,2025-08-28 05:36:00,2025-08-30 01:24:00
TCK-0015361,CUST-03670,2025-11-11,medium,open,2025-11-11 03:00:00,2025-11-11 19:28:00
TCK-0015362,CUST-04240,2025-01-19,medium,resolved,2025-01-19 04:50:00,2025-01-21 19:18:00
TCK-0015363,CUST-02609,2025-04-25,medium,open,2025-04-25 04:37:00,2025-04-28 03:40:00
TCK-0015364,CUST-01846,2025-12-18,low,resolved,2025-12-18 02:20:00,2025-12-19 04:37:00
TCK-0015365,CUST-00675,2025-07-06,low,resolved,2025-07-06 01:14:00,2025-07-07 02:25:00
TCK-0015366,CUST-00595,2025-02-20,low,resolved,2025-02-20 03:13:00,2025-02-21 22:14:00
TCK-0015367,CUST-02801,2025-09-04,low,open,2025-09-04 05:30:00,2025-09-05 13:11:00
TCK-0015368,CUST-00575,2025-04-08,medium,resolved,2025-04-08 00:22:00,2025-04-11 08:03:00
TCK-0015369,CUST-02713,2025-01-18,medium,resolved,2025-01-18 04:48:00,2025-01-21 02:58:00
TCK-0015370,CUST-02905,2025-07-10,high,resolved,2025-07-10 05:50:00,2025-07-13 03:19:00
TCK-0015371,CUST-04076,2025-05-25,low,open,2025-05-25 00:14:00,2025-05-28 16:24:00
TCK-0015372,CUST-00865,2025-10-06,low,open,2025-10-06 03:28:00,2025-10-09 21:49:00
TCK-0015373,CUST-02685,2025-09-23,high,resolved,2025-09-23 03:25:00,2025-09-25 14:05:00
TCK-0015374,CUST-02566,2025-11-24,low,resolved,2025-11-24 05:19:00,2025-11-27 15:39:00
TCK-0015375,CUST-00778,2025-06-06,low,resolved,2025-06-06 04:28:00,2025-06-09 02:19:00
TCK-0015376,CUST-02876,2025-08-08,medium,resolved,2025-08-08 00:15:00,2025-08-09 06:22:00
TCK-0015377,CUST-04272,2025-10-14,medium,resolved,2025-10-14 02:48:00,2025-10-14 21:38:00
TCK-0015378,CUST-01292,2025-12-27,medium,resolved,2025-12-27 01:51:00,2025-12-29 13:26:00
TCK-0015379,CUST-02265,2025-03-04,low,resolved,2025-03-04 03:36:00,2025-03-07 19:47:00
TCK-0015380,CUST-00219,2025-05-27,low,resolved,2025-05-27 05:58:00,2025-05-30 14:48:00
TCK-0015381,CUST-02514,2025-07-24,low,resolved,2025-07-24 03:13:00,2025-07-25 17:31:00
TCK-0015382,CUST-02716,2025-05-26,high,resolved,2025-05-26 01:35:00,2025-05-28 17:30:00
TCK-0015383,CUST-01930,2025-02-15,low,open,2025-02-15 03:21:00,2025-02-15 13:33:00
TCK-0015384,CUST-00423,2025-07-03,low,resolved,2025-07-03 00:33:00,2025-07-03 08:41:00
TCK-0015385,CUST-01476,2025-02-18,low,resolved,2025-02-18 01:35:00,2025-02-21 19:24:00
TCK-0015386,CUST-01470,2025-07-16,low,resolved,2025-07-16 05:42:00,2025-07-19 09:22:00
TCK-0015387,CUST-00494,2025-04-20,high,resolved,2025-04-20 02:56:00,2025-04-21 14:44:00
TCK-0015388,CUST-02012,2025-05-28,low,resolved,2025-05-28 02:55:00,2025-05-30 13:34:00
