opportunity_id,account_id,created_at,close_date,stage,amount
OPP-0013571,ACCT-02146,2025-05-27,2026-01-19,negotiation,25202.38
OPP-0013572,ACCT-05911,2025-11-30,2025-05-16,negotiation,32246.24
OPP-0013573,ACCT-01821,2025-12-29,2025-12-03,negotiation,21801.2
OPP-0013574,ACCT-01680,2025-11-12,2025-03-22,prospecting,30888.49
OPP-0013575,ACCT-02854,2025-05-13,2025-09-21,closed_won,15012.94
OPP-0013576,ACCT-01784,2025-04-03,2026-01-17,negotiation,7893.11
OPP-0013577,ACCT-04741,2025-08-16,2025-04-13,closed_lost,66255.72
OPP-0013578,ACCT-05467,2025-10-07,2026-02-07,negotiation,17158.44
OPP-0013579,ACCT-01934,2025-03-17,2025-06-12,closed_won,5188.68
OPP-0013580,ACCT-03002,2025-01-28,2025-10-17,closed_won,9901.16
OPP-0013581,ACCT-00925,2025-11-28,2025-09-02,closed_lost,17519.56
OPP-0013582,ACCT-03991,2025-03-17,2025-08-23,negotiation,13709.38
OPP-0013583,ACCT-04575,2025-11-27,2026-01-21,prospecting,21190.35
OPP-0013584,ACCT-00955,2025-09-03,2025-07-30,proposal,10134.38
OPP-0013585,ACCT-02891,2025-01-24,2025-08-30,closed_won,33431.63
OPP-0013586,ACCT-05976,2025-09-28,2025-09-13,negotiation,21815.38
OPP-0013587,ACCT-04632,2025-10-20,2025-10-19,prospecting,15199.22
OPP-0013588,ACCT-03887,2025-07-17,2025-06-05,prospecting,14763.21
OPP-0013589,ACCT-05124,2025-04-02,2026-03-03,prospecting,19526.39
OPP-0013590,ACCT-00035,2025-09-09,2025-10-22,negotiation,6984.78
OPP-0013591,ACCT-02316,2025-05-17,2025-05-23,prospecting,18645.32
OPP-0013592,ACCT-00510,2025-10-07,2025-11-22,negotiation,30995.57
OPP-0013593,ACCT-00591,2025-06-20,2025-05-10,negotiation,6396.18
OPP-0013594,ACCT-02527,2025-08-12,2025-08-05,negotiation,24127.54
OPP-0013595,ACCT-03612,2025-02-13,2026-02-09,negotiation,27804.14
OPP-0013596,ACCT-05126,2025-09-01,2026-03-02,negotiation,22975.36
OPP-0013597,ACCT-03336,2025-06-26,2025-04-03,closed_lost,27039.08
OPP-0013598,ACCT-05289,2025-01-25,2026-01-12,prospecting,4797.51
OPP-0013599,ACCT-03440,2025-11-12,2025-07-24,proposal,12255.9
OPP-0013600,ACCT-00584,2025-03-31,2025-09-05,prospecting,12633.65
OPP-0013601,ACCT-05567,2025-02-16,2026-02-26,negotiation,21075.75
OPP-0013602,ACCT-05333,2025-11-04,2025-11-28,closed_won,1396.34
OPP-0013603,ACCT-04168,2025-08-06,2025-03-25,prospecting,9278.15
OPP-0013604,ACCT-05584,2025-07-04,2025-07-04,closed_won,22085.05
OPP-0013605,ACCT-03406,2025-06-20,2025-12-13,proposal,34699.46
OPP-0013606,ACCT-03779,2025-06-19,2025-12-28,closed_won,3033.22
OPP-0013607,ACCT-05615,2025-07-12,2025-05-01,prospecting,33129.41
OPP-0013608,ACCT-01504,2025-08-05,2025-02-19,prospecting,28383.22
OPP-0013609,ACCT-03711,2025-08-07,2025-03-30,prospecting,4634.67
OPP-0013610,ACCT-04003,2025-01-27,2025-12-14,proposal,8400.02
OPP-0013611,ACCT-02832,2025-05-26,2025-02-24,closed_won,29742.81
OPP-0013612,ACCT-04446,2025-12-07,2025-05-18,proposal,4770.24
OPP-0013613,ACCT-01079,2025-03-19,2025-02-15,prospecting,13273.97
OPP-0013614,ACCT-02232,2025-08-10,2026-02-25,prospecting,7212.24
OPP-0013615,ACCT-01014,2025-08-28,2025-04-22,proposal,6729.53
OPP-0013616,ACCT-00836,2025-05-02,2025-03-19,prospecting,46957.75
OPP-0013617,ACCT-04812,2025-08-01,2025-07-30,prospecting,42977.52
OPP-0013618,ACCT-03667,2025-10-05,2025-04-20,negotiation,25376.67
OPP-0013619,ACCT-05290,2025-11-11,2026-02-11,closed_won,27598.31
OPP-0013620,ACCT-00602,2025-02-27,2026-01-24,closed_won,20892.88
OPP-0013621,ACCT-01748,2025-05-18,2026-01-09,closed_won,31899.09
OPP-0013622,ACCT-03292,2025-09-08,2025-12-19,negotiation,35851.23
OPP-0013623,ACCT-05627,2025-08-03,2025-03-11,prospecting,3809.71
OPP-0013624,ACCT-05700,2025-10-21,2026-02-20,negotiation,1536.08
OPP-0013625,ACCT-00646,2025-08-26,2025-02-19,closed_lost,27510.47
OPP-0013626,ACCT-00871,2025-03-27,2025-12-22,closed_won,25788.05
OPP-0013627,ACCT-05450,2025-04-22,2025-11-21,proposal,29205.23
OPP-0013628,ACCT-04288,2025-06-24,2025-10-27,proposal,3588.34
OPP-0013629,ACCT-03667,2025-11-15,2025-05-05,negotiation,17895.93
OPP-0013630,ACCT-00062,2025-10-10,2025-05-21,prospecting,22570.51
OPP-0013631,ACCT-02563,2025-03-10,2025-08-31,negotiation,6578.25
OPP-0013632,ACCT-05010,2025-05-19,2025-06-26,negotiation,20080.93
OPP-0013633,ACCT-03375,2025-09-29,2025-10-16,prospecting,20285.59
OPP-0013634,ACCT-02478,2025-07-29,2025-06-08,negotiation,14632.47
OPP-0013635,ACCT-05565,2025-02-26,2025-12-01,closed_won,14062.44
OPP-0013636,ACCT-04846,2025-02-12,2025-10-15,proposal,2583.64
OPP-0013637,ACCT-04649,2025-12-20,2025-09-06,prospecting,8781.07
OPP-0013638,ACCT-03743,2025-01-18,2025-08-11,closed_won,8027.32
OPP-0013639,ACCT-04393,2025-01-17,2025-04-06,closed_won,3997.88
OPP-0013640,ACCT-03340,2025-07-24,2025-08-15,negotiation,4003.22
OPP-0013641,ACCT-02319,2025-03-03,2025-12-03,negotiation,5782.45
OPP-0013642,ACCT-05716,2025-02-06,2025-06-28,closed_won,32512.82
OPP-0013643,ACCT-00487,2025-02-16,2025-10-22,negotiation,34115.24
OPP-0013644,ACCT-01165,2025-03-13,2025-12-16,closed_won,10763.15
OPP-0013645,ACCT-00788,2025-05-19,2025-12-24,proposal,25987.08
OPP-0013646,ACCT-03666,2025-02-25,2025-11-24,negotiation,20706.2
OPP-0013647,ACCT-02583,2025-08-19,2025-06-05,negotiation,11946.09
OPP-0013648,ACCT-00555,2025-04-04,2025-03-14,negotiation,5686.23
OPP-0013649,ACCT-02153,2025-04-16,2026-01-15,negotiation,2409.2
OPP-0013650,ACCT-03811,2025-11-09,2025-10-03,negotiation,29835.02
OPP-0013651,ACCT-05651,2025-07-21,2025-09-10,proposal,5827.42
OPP-0013652,ACCT-02769,2025-09-19,2025-02-03,proposal,39009.06
OPP-0013653,ACCT-01050,2025-09-30,2025-10-27,prospecting,12427.6
OPP-0013654,ACCT-03279,2025-12-29,2025-02-10,proposal,3987.44
OPP-0013655,ACCT-01262,2025-12-19,2025-07-24,prospecting,13254.42
OPP-0013656,ACCT-02033,2025-07-23,2025-05-28,negotiation,5267.05
OPP-0013657,ACCT-03145,2025-09-26,2025-08-18,negotiation,6337.45
OPP-0013658,ACCT-05607,2025-04-02,2025-06-28,negotiation,68520.35
OPP-0013659,ACCT-02289,2025-01-09,2026-01-03,proposal,21476.0
OPP-0013660,ACCT-04537,2025-12-24,2025-09-22,closed_won,8729.56
OPP-0013661,ACCT-00387,2025-01-10,2025-04-15,prospecting,49947.18
OPP-0013662,ACCT-01893,2025-06-01,2025-06-12,proposal,12621.65
OPP-0013663,ACCT-02449,2025-10-18,2025-04-08,proposal,15929.63
OPP-0013664,ACCT-04568,2025-11-29,2025-09-15,prospecting,2037.44
OPP-0013665,ACCT-05813,2025-10-15,2025-06-28,closed_won,40220.61
OPP-0013666,ACCT-04399,2025-03-16,2025-09-05,prospecting,18140.7
OPP-0013667,ACCT-03609,2025-12-03,2025-03-16,proposal,20078.92
OPP-0013668,ACCT-03006,2025-04-06,2026-01-21,prospecting,38045.14
OPP-0013669,ACCT-04672,2025-01-12,2025-04-22,prospecting,9793.92
OPP-0013670,ACCT-05849,2025-03-19,2025-02-02,proposal,6299.53
OPP-0013671,ACCT-04840,2025-02-03,2026-01-08,prospecting,8756.17
OPP-0013672,ACCT-02140,2025-03-27,2025-08-05,negotiation,5761.57
OPP-0013673,ACCT-03152,2025-05-21,2025-10-18,negotiation,27686.26
OPP-0013674,ACCT-03460,2025-07-22,2025-08-08,closed_won,35069.47
OPP-0013675,ACCT-00585,2025-12-01,2025-08-22,negotiation,11332.91
OPP-0013676,ACCT-04942,2025-02-14,2025-04-11,closed_lost,18245.61
OPP-0013677,ACCT-02028,2025-06-28,2025-06-02,prospecting,42828.49
OPP-0013678,ACCT-03502,2025-10-24,2026-02-24,prospecting,5530.17
OPP-0013679,ACCT-03725,2025-03-15,2025-04-06,negotiation,8454.7
OPP-0013680,ACCT-01213,2025-04-16,2025-11-25,prospecting,9331.8
OPP-0013681,ACCT-05488,2025-07-16,2025-10-18,proposal,13572.52
OPP-0013682,ACCT-01643,2025-11-02,2025-05-26,prospecting,3039.13
OPP-0013683,ACCT-00704,2025-06-10,2025-12-19,closed_won,21347.0
OPP-0013684,ACCT-01932,2025-03-03,2025-04-28,negotiation,79481.17
OPP-0013685,ACCT-01388,2025-06-21,2025-11-26,proposal,26032.58
OPP-0013686,ACCT-04486,2025-11-02,2025-11-22,proposal,21168.27
OPP-0013687,ACCT-02675,2025-08-10,2025-07-28,proposal,23984.86
OPP-0013688,ACCT-00258,2025-01-16,2025-12-23,prospecting,5157.17
OPP-0013689,ACCT-04404,2025-09-11,2025-05-13,prospecting,19416.46
OPP-0013690,ACCT-02594,2025-12-10,2025-09-06,closed_won,29443.07
OPP-0013691,ACCT-04387,2025-12-25,2026-02-16,closed_won,24188.29
OPP-0013692,ACCT-00458,2025-07-02,2025-12-27,proposal,20023.23
OPP-0013693,ACCT-01763,2025-07-14,2026-01-21,proposal,21648.2
OPP-0013694,ACCT-00345,2025-09-16,2025-05-03,closed_lost,9306.03
OPP-0013695,ACCT-00412,2025-02-27,2026-01-04,prospecting,2499.38
OPP-0013696,ACCT-04970,2025-12-04,2025-03-22,prospecting,7069.99
OPP-0013697,ACCT-05036,2025-01-03,2025-08-11,prospecting,8124.19
OPP-0013698,ACCT-04889,2025-07-11,2025-03-08,prospecting,24504.32
OPP-0013699,ACCT-03672,2025-07-31,2025-06-21,negotiation,14750.1
OPP-0013700,ACCT-05457,2025-06-27,2025-07-26,prospecting,27114.89
OPP-0013701,ACCT-01962,2025-04-28,2026-02-26,closed_won,7039.44
OPP-0013702,ACCT-02826,2025-05-08,2025-12-09,closed_lost,11475.22
OPP-0013703,ACCT-00890,2025-01-30,2026-01-18,prospecting,20918.4
OPP-0013704,ACCT-04695,2025-03-05,2025-07-13,proposal,45073.28
OPP-0013705,ACCT-01058,2025-06-23,2026-02-06,closed_lost,44206.5
OPP-0013706,ACCT-03982,2025-06-28,2025-06-08,proposal,19176.16
OPP-0013707,ACCT-05259,2025-01-19,2025-09-09,negotiation,7460.7
OPP-0013708,ACCT-01477,2025-07-06,2025-07-15,proposal,5082.66
OPP-0013709,ACCT-01717,2025-08-01,2025-10-28,proposal,21840.1
OPP-0013710,ACCT-01830,2025-02-11,2026-02-26,negotiation,25517.89
OPP-0013711,ACCT-04138,2025-03-11,2025-02-11,proposal,2588.7
OPP-0013712,ACCT-05541,2025-07-01,2025-08-21,negotiation,12259.08
OPP-0013713,ACCT-01816,2025-05-25,2026-02-12,proposal,2633.8
OPP-0013714,ACCT-05680,2025-10-13,2025-11-26,proposal,3812.87
OPP-0013715,ACCT-03772,2025-12-26,2025-06-07,negotiation,13052.23
OPP-0013716,ACCT-03604,2025-06-28,2025-08-30,prospecting,12662.31
OPP-0013717,ACCT-02875,2025-03-09,2025-05-12,negotiation,4200.17
OPP-0013718,ACCT-02387,2025-11-25,2025-04-22,closed_won,7030.25
OPP-0013719,ACCT-00168,2025-12-26,2026-01-11,prospecting,9578.96
OPP-0013720,ACCT-04749,2025-05-25,2025-11-29,negotiation,13465.58
OPP-0013721,ACCT-00939,2025-10-05,2025-09-25,proposal,31219.7
OPP-0013722,ACCT-00873,2025-10-03,2026-03-05,prospecting,16754.33
OPP-0013723,ACCT-00007,2025-08-03,2025-08-29,closed_lost,8543.33
OPP-0013724,ACCT-01407,2025-04-24,2025-06-16,proposal,28989.49
OPP-0013725,ACCT-00484,2025-10-14,2025-07-06,prospecting,12724.09
OPP-0013726,ACCT-01741,2025-08-05,2025-09-19,proposal,27834.97
OPP-0013727,ACCT-02436,2025-03-08,2025-10-05,negotiation,23656.44
OPP-0013728,ACCT-02674,2025-02-03,2025-11-27,closed_lost,10460.82
OPP-0013729,ACCT-04157,2025-02-15,2025-04-09,negotiation,8261.98
OPP-0013730,ACCT-04341,2025-10-30,2025-06-18,closed_lost,27696.41
OPP-0013731,ACCT-04970,2025-10-19,2025-03-13,closed_won,19812.67
OPP-0013732,ACCT-04422,2025-06-17,2025-10-11,proposal,13197.89
OPP-0013733,ACCT-02374,2025-07-08,2025-06-19,prospecting,19380.04
OPP-0013734,ACCT-02971,2025-02-01,2026-02-01,proposal,17671.35
OPP-0013735,ACCT-00445,2025-03-10,2025-04-26,proposal,3670.92
OPP-0013736,ACCT-04486,2025-11-20,2026-03-01,closed_lost,18548.9
OPP-0013737,ACCT-02631,2025-06-06,2025-12-17,prospecting,7129.1
OPP-0013738,ACCT-05632,2025-07-15,2025-06-24,prospecting,39433.93
OPP-0013739,ACCT-05176,2025-10-21,2025-04-07,prospecting,9907.36
OPP-0013740,ACCT-03548,2025-06-14,2025-04-24,prospecting,12000.95
OPP-0013741,ACCT-05100,2025-02-02,2025-02-19,closed_won,22154.26
OPP-0013742,ACCT-00502,2025-07-10,2026-02-03,negotiation,7078.73
OPP-0013743,ACCT-01812,2025-09-19,2025-12-11,negotiation,17014.73
OPP-0013744,ACCT-04166,2025-04-06,2025-05-28,negotiation,16099.75
OPP-0013745,ACCT-03575,2025-03-10,2025-05-08,negotiation,20560.53
OPP-0013746,ACCT-00517,2025-09-27,2025-04-25,closed_lost,17713.04
OPP-0013747,ACCT-00769,2025-11-02,2025-11-08,negotiation,7389.33
OPP-0013748,ACCT-02320,2025-07-16,2025-08-20,closed_lost,47973.81
OPP-0013749,ACCT-01116,2025-08-02,2025-10-04,proposal,16691.7
OPP-0013750,ACCT-03674,2025-08-01,2025-03-14,closed_lost,2417.22
OPP-0013751,ACCT-00932,2025-05-01,2026-02-14,negotiation,26217.35
OPP-0013752,ACCT-01105,2025-08-11,2025-03-25,closed_won,24461.92
OPP-0013753,ACCT-00759,2025-02-28,2025-03-15,prospecting,29455.77
OPP-0013754,ACCT-04142,2025-02-24,2025-05-26,proposal,24480.52
OPP-0013755,ACCT-03237,2025-11-24,2025-03-01,closed_lost,12852.83
OPP-0013756,ACCT-01562,2025-04-18,2025-07-06,prospecting,45239.98
OPP-0013757,ACCT-00893,2025-08-27,2025-11-08,closed_won,4886.65
OPP-0013758,ACCT-05759,2025-06-03,2025-06-09,closed_won,34043.81
OPP-0013759,ACCT-01549,2025-03-04,2025-11-08,prospecting,18556.51
OPP-0013760,ACCT-01949,2025-01-03,2025-07-22,negotiation,22564.86
OPP-0013761,ACCT-00281,2025-07-20,2026-01-31,proposal,49708.63
OPP-0013762,ACCT-04174,2025-09-03,2025-05-14,negotiation,13596.01
OPP-0013763,ACCT-00310,2025-02-04,2025-07-08,prospecting,26764.92
OPP-0013764,ACCT-00395,2025-04-01,2026-01-28,proposal,12796.97
OPP-0013765,ACCT-02631,2025-01-09,2025-03-14,negotiation,21377.17
OPP-0013766,ACCT-00356,2025-05-07,2025-02-04,prospecting,30652.96
OPP-0013767,ACCT-01492,2025-09-29,2025-02-22,proposal,446.3
OPP-0013768,ACCT-05968,2025-09-08,2025-08-07,prospecting,7253.66
OPP-0013769,ACCT-00682,2025-03-07,2025-12-07,proposal,24927.22
OPP-0013770,ACCT-02448,2025-01-07,2025-06-14,negotiation,1635.09
OPP-0013771,ACCT-04741,2025-09-30,2025-11-24,closed_won,71526.36
OPP-0013772,ACCT-04994,2025-04-18,2025-08-11,prospecting,8329.37
OPP-0013773,ACCT-05344,2025-10-26,2025-11-30,proposal,63746.07
OPP-0013774,ACCT-05360,2025-06-07,2025-08-01,prospecting,25210.09
OPP-0013775,ACCT-05709,2025-02-17,2025-07-08,closed_won,40591.75
OPP-0013776,ACCT-02685,2025-03-02,2025-03-16,closed_won,6012.16
OPP-0013777,ACCT-05071,2025-12-19,2026-02-14,proposal,6449.99
OPP-0013778,ACCT-01305,2025-11-02,2025-02-01,prospecting,11546.27
OPP-0013779,ACCT-01127,2025-02-02,2025-08-20,closed_won,35625.6
OPP-0013780,ACCT-05912,2025-12-06,2025-05-25,prospecting,11376.14
OPP-0013781,ACCT-04317,2025-12-12,2025-03-24,proposal,14063.57
OPP-0013782,ACCT-04680,2025-10-16,2025-05-15,proposal,7375.89
OPP-0013783,ACCT-00153,2025-03-30,2025-05-23,prospecting,7320.48
OPP-0013784,ACCT-01149,2025-07-16,2026-02-28,proposal,3644.56
OPP-0013785,ACCT-04062,2025-07-04,2026-03-06,prospecting,24858.43
OPP-0013786,ACCT-02326,2025-04-27,2025-12-20,prospecting,21777.52
OPP-0013787,ACCT-03899,2025-12-16,2025-10-09,closed_lost,46951.93
OPP-0013788,ACCT-04891,2025-11-10,2025-02-19,negotiation,1811.63
OPP-0013789,ACCT-03878,2025-01-31,2025-09-03,closed_won,30030.36
OPP-0013790,ACCT-03737,2025-06-19,2025-08-05,closed_won,11017.1
OPP-0013791,ACCT-01080,2025-09-14,2025-02-20,closed_won,20250.08
OPP-0013792,ACCT-04675,2025-12-01,2025-09-01,proposal,32494.39
OPP-0013793,ACCT-01910,2025-03-28,2025-12-19,prospecting,3508.16
OPP-0013794,ACCT-01895,2025-02-21,2025-05-12,proposal,22054.5
OPP-0013795,ACCT-01285,2025-04-10,2025-10-25,prospecting,8246.27
OPP-0013796,ACCT-05383,2025-03-22,2025-09-19,proposal,5576.66
OPP-0013797,ACCT-04742,2025-10-10,2025-03-08,prospecting,13968.73
OPP-0013798,ACCT-04383,2025-06-03,2025-11-11,negotiation,1027.49
OPP-0013799,ACCT-04034,2025-04-12,2026-01-11,prospecting,3090.32
OPP-0013800,ACCT-02700,2025-11-23,2026-01-19,proposal,17053.83
OPP-0013801,ACCT-00036,2025-07-22,2025-08-18,proposal,18311.55
OPP-0013802,ACCT-04925,2025-04-20,2026-01-20,closed_won,28641.0
OPP-0013803,ACCT-03836,2025-02-07,2026-03-04,negotiation,4870.73
OPP-0013804,ACCT-05170,2025-07-21,2025-11-27,proposal,19848.44
OPP-0013805,ACCT-05301,2025-11-26,2025-07-08,proposal,9835.11
OPP-0013806,ACCT-02466,2025-09-19,2025-07-05,closed_won,18210.53
OPP-0013807,ACCT-03345,2025-03-25,2025-05-08,prospecting,12696.95
OPP-0013808,ACCT-03641,2025-04-16,2025-07-27,proposal,6256.25
OPP-0013809,ACCT-02536,2025-10-28,2025-03-30,prospecting,15835.51
OPP-0013810,ACCT-03680,2025-09-04,2025-03-03,closed_lost,7176.5
OPP-0013811,ACCT-00664,2025-06-10,2026-01-03,proposal,13792.45
OPP-0013812,ACCT-01866,2025-02-17,2025-03-04,prospecting,27531.41
OPP-0013813,ACCT-00235,2025-11-13,2025-02-12,prospecting,17594.23
OPP-0013814,ACCT-03809,2025-09-29,2025-11-16,negotiation,18493.16
OPP-0013815,ACCT-04625,2025-04-12,2025-12-06,closed_won,16645.7
OPP-0013816,ACCT-04765,2025-11-13,2025-11-30,negotiation,19134.07
OPP-0013817,ACCT-00956,2025-08-05,2025-02-09,prospecting,30002.52
OPP-0013818,ACCT-03686,2025-12-21,2025-07-08,proposal,10719.64
OPP-0013819,ACCT-01881,2025-08-08,2025-05-13,proposal,31795.14
OPP-0013820,ACCT-04367,2025-03-02,2025-09-25,proposal,12088.01
OPP-0013821,ACCT-01807,2025-09-15,2025-02-02,proposal,55494.28
OPP-0013822,ACCT-00023,2025-11-04,2025-08-29,negotiation,38791.54
OPP-0013823,ACCT-00239,2025-04-03,2025-02-08,prospecting,22225.92
OPP-0013824,ACCT-03017,2025-06-26,2025-12-23,prospecting,14954.12
OPP-0013825,ACCT-05510,2025-02-13,2025-03-03,prospecting,12563.42
OPP-0013826,ACCT-05433,2025-05-03,2025-03-01,proposal,6006.93
OPP-0013827,ACCT-01806,2025-09-21,2025-03-19,proposal,4948.63
OPP-0013828,ACCT-03253,2025-11-22,2025-05-28,closed_lost,29857.12
OPP-0013829,ACCT-05429,2025-10-24,2025-09-05,prospecting,17119.75
OPP-0013830,ACCT-05666,2025-08-05,2025-12-11,closed_lost,5620.53
OPP-0013831,ACCT-03533,2025-06-27,2025-10-19,closed_lost,39741.69
OPP-0013832,ACCT-01765,2025-04-03,2025-07-27,proposal,27735.06
OPP-0013833,ACCT-02860,2025-02-23,2025-11-19,negotiation,58529.59
OPP-0013834,ACCT-04374,2025-10-06,2025-12-14,proposal,13995.92
OPP-0013835,ACCT-02814,2025-07-04,2025-08-13,closed_lost,3301.01
OPP-0013836,ACCT-01060,2025-03-14,2026-01-12,prospecting,15740.69
OPP-0013837,ACCT-05405,2025-10-04,2025-06-05,closed_lost,14626.58
OPP-0013838,ACCT-00584,2025-04-29,2025-06-29,closed_lost,41421.44
OPP-0013839,ACCT-00736,2025-03-07,2025-05-21,closed_lost,2988.6
OPP-0013840,ACCT-03791,2025-11-03,2026-02-18,prospecting,9973.48
OPP-0013841,ACCT-03232,2025-12-26,2025-02-12,negotiation,26400.63
OPP-0013842,ACCT-04199,2025-07-01,2025-07-12,negotiation,26796.38
OPP-0013843,ACCT-00028,2025-02-19,2025-08-29,negotiation,14720.58
OPP-0013844,ACCT-02767,2025-08-06,2025-10-19,proposal,27070.08
OPP-0013845,ACCT-02236,2025-12-26,2026-03-04,prospecting,5897.27
OPP-0013846,ACCT-05923,2025-08-20,2025-10-07,proposal,9268.64
OPP-0013847,ACCT-01987,2025-01-15,2025-04-20,proposal,2438.17
OPP-0013848,ACCT-01367,2025-08-16,2025-04-06,prospecting,5620.63
OPP-0013849,ACCT-05535,2025-05-21,2025-02-22,negotiation,30433.76
OPP-0013850,ACCT-00957,2025-10-17,2026-01-24,proposal,48799.2
OPP-0013851,ACCT-00592,2025-08-23,2026-02-07,proposal,11656.94
OPP-0013852,ACCT-00589,2025-01-24,2025-08-02,closed_won,49493.08
OPP-0013853,ACCT-04495,2025-09-08,2025-10-30,prospecting,23404.85
OPP-0013854,ACCT-03251,2025-09-23,2025-10-24,negotiation,1494.53
OPP-0013855,ACCT-02397,2025-02-27,2025-05-29,closed_lost,34667.98
OPP-0013856,ACCT-03135,2025-04-03,2025-10-22,negotiation,14573.66
OPP-0013857,ACCT-00097,2025-01-15,2025-11-06,proposal,23399.47
OPP-0013858,ACCT-02624,2025-07-05,2026-01-04,prospecting,22711.42
OPP-0013859,ACCT-04086,2025-10-11,2025-06-27,closed_won,8377.26
OPP-0013860,ACCT-02782,2025-06-22,2026-02-16,proposal,15835.69
OPP-0013861,ACCT-03623,2025-11-19,2026-01-02,proposal,6019.04
OPP-0013862,ACCT-05716,2025-11-17,2026-01-15,prospecting,3615.03
OPP-0013863,ACCT-04981,2025-08-20,2026-02-04,closed_won,11712.53
OPP-0013864,ACCT-02253,2025-10-20,2025-12-16,closed_won,24600.79
OPP-0013865,ACCT-00167,2025-06-12,2025-04-06,closed_lost,46928.95
OPP-0013866,ACCT-04946,2025-09-10,2025-04-08,prospecting,9767.38
OPP-0013867,ACCT-03182,2025-11-13,2025-04-15,negotiation,23703.32
OPP-0013868,ACCT-03069,2025-03-12,2025-09-13,prospecting,3277.85
OPP-0013869,ACCT-01179,2025-09-30,2025-10-25,prospecting,37634.08
OPP-0013870,ACCT-00605,2025-09-12,2025-12-19,prospecting,6139.65
OPP-0013871,ACCT-05328,2025-04-20,2025-09-10,prospecting,12164.77
OPP-0013872,ACCT-01887,2025-03-11,2026-02-15,proposal,40318.91
OPP-0013873,ACCT-04372,2025-07-08,2025-08-18,prospecting,23708.2
OPP-0013874,ACCT-05991,2025-05-02,2025-08-26,prospecting,7453.71
OPP-0013875,ACCT-02794,2025-03-04,2025-12-21,proposal,21254.2
OPP-0013876,ACCT-05069,2025-05-27,2025-08-31,closed_won,11487.08
OPP-0013877,ACCT-04320,2025-12-15,2025-06-25,closed_won,1057.51
OPP-0013878,ACCT-01315,2025-02-25,2025-03-25,prospecting,5487.07
OPP-0013879,ACCT-01943,2025-02-16,2025-12-27,proposal,15026.9
OPP-0013880,ACCT-02612,2025-01-01,2025-10-06,closed_lost,20651.52
OPP-0013881,ACCT-01377,2025-10-08,2025-12-30,closed_won,29160.78
OPP-0013882,ACCT-00642,2025-07-21,2025-07-29,negotiation,9163.28
OPP-0013883,ACCT-04121,2025-06-07,2025-06-23,prospecting,30159.95
OPP-0013884,ACCT-02589,2025-12-17,2025-11-30,negotiation,12932.19
OPP-0013885,ACCT-05727,2025-12-26,2025-07-28,prospecting,8064.57
OPP-0013886,ACCT-02904,2025-02-10,2025-09-01,closed_lost,2227.28
OPP-0013887,ACCT-00918,2025-04-16,2025-08-18,prospecting,18658.77
OPP-0013888,ACCT-02815,2025-10-04,2026-02-21,prospecting,8537.55
OPP-0013889,ACCT-02756,2025-11-19,2026-01-08,prospecting,27978.58
OPP-0013890,ACCT-02160,2025-08-10,2025-04-14,closed_won,27962.39
OPP-0013891,ACCT-01839,2025-01-06,2025-05-27,proposal,23056.99
OPP-0013892,ACCT-00212,2025-05-21,2025-10-01,prospecting,37651.59
OPP-0013893,ACCT-01582,2025-10-07,2025-10-21,closed_lost,32444.87
OPP-0013894,ACCT-05163,2025-04-15,2026-03-04,proposal,3452.16
OPP-0013895,ACCT-00963,2025-05-23,2025-11-14,closed_won,21695.5
OPP-0013896,ACCT-04094,2025-06-21,2025-08-25,negotiation,56925.77
OPP-0013897,ACCT-02278,2025-04-23,2025-11-06,negotiation,14215.78
OPP-0013898,ACCT-03808,2025-11-26,2025-11-25,closed_won,10150.56
OPP-0013899,ACCT-05822,2025-10-17,2025-05-18,prospecting,13831.69
OPP-0013900,ACCT-01593,2025-09-06,2025-12-26,proposal,13373.59
OPP-0013901,ACCT-05923,2025-10-18,2026-02-25,proposal,13503.38
OPP-0013902,ACCT-01976,2025-09-05,2025-06-29,negotiation,6341.48
OPP-0013903,ACCT-05330,2025-02-02,2025-08-29,closed_won,4215.19
OPP-0013904,ACCT-04908,2025-08-19,2025-04-17,closed_won,3347.87
OPP-0013905,ACCT-00420,2025-12-31,2025-09-23,negotiation,21242.81
OPP-0013906,ACCT-02928,2025-04-29,2025-10-20,negotiation,6565.7
OPP-0013907,ACCT-04538,2025-11-18,2025-10-20,proposal,8723.19
OPP-0013908,ACCT-04462,2025-08-18,2025-08-20,closed_won,21373.27
OPP-0013909,ACCT-03472,2025-02-28,2025-09-20,proposal,45627.7
OPP-0013910,ACCT-05906,2025-05-11,2025-02-18,prospecting,31310.54
OPP-0013911,ACCT-03992,2025-05-06,2025-04-08,closed_won,18677.37
OPP-0013912,ACCT-03686,2025-01-10,2025-11-26,closed_lost,9223.05
OPP-0013913,ACCT-00760,2025-06-14,2025-12-09,proposal,13485.5
OPP-0013914,ACCT-04762,2025-05-03,2025-05-24,negotiation,11807.34
OPP-0013915,ACCT-02549,2025-04-15,2025-09-09,closed_won,11136.2
OPP-0013916,ACCT-04039,2025-12-26,2026-01-27,closed_won,3782.18
OPP-0013917,ACCT-00942,2025-02-09,2025-10-12,prospecting,19734.31
OPP-0013918,ACCT-05679,2025-06-11,2025-08-18,prospecting,11878.05
OPP-0013919,ACCT-01633,2025-02-08,2025-08-11,negotiation,14063.29
OPP-0013920,ACCT-05370,2025-02-27,2025-12-17,closed_lost,40145.27
